Pos,No,Driver,Car,Time,Gap,Laps
1,77,Valtteri BottasBOT,Mercedes,1:36.276,,28
2,44,Lewis HamiltonHAM,Mercedes,1:36.479,+0.203s,30
3,33,Max VerstappenVER,Red Bull Racing Honda,1:37.046,+0.770s,30
4,23,Alexander AlbonALB,Red Bull Racing Honda,1:37.263,+0.987s,33
5,4,Lando NorrisNOR,McLaren Renault,1:37.438,+1.162s,29
6,31,Esteban OconOCO,Renault,1:37.505,+1.229s,30
7,11,Sergio PerezPER,Racing Point BWT Mercedes,1:37.506,+1.230s,35
8,16,Charles LeclercLEC,Ferrari,1:37.508,+1.232s,31
9,3,Daniel RicciardoRIC,Renault,1:37.508,+1.232s,29
10,18,Lance StrollSTR,Racing Point BWT Mercedes,1:37.560,+1.284s,29
11,26,Daniil KvyatKVY,AlphaTauri Honda,1:37.596,+1.320s,32
12,55,Carlos SainzSAI,McLaren Renault,1:37.616,+1.340s,31
13,10,Pierre GaslyGAS,AlphaTauri Honda,1:37.900,+1.624s,32
14,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:38.068,+1.792s,28
15,5,Sebastian VettelVET,Ferrari,1:38.198,+1.922s,32
16,20,Kevin MagnussenMAG,Haas Ferrari,1:38.504,+2.228s,35
17,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:38.564,+2.288s,31
18,63,George RussellRUS,Williams Mercedes,1:38.817,+2.541s,24
19,51,Pietro FittipaldiFIT,Haas Ferrari,1:39.027,+2.751s,25
20,6,Nicholas LatifiLAT,Williams Mercedes,1:39.132,+2.856s,31
