Pos,No,Driver,Car,Time,Gap,Laps
1,5,Sebastian VettelVET,Ferrari,1:40.464,,12
2,77,Valtteri BottasBOT,Mercedes,1:40.736,+0.272s,5
3,55,Carlos SainzSAI,McLaren Renault,1:41.784,+1.320s,6
4,18,Lance StrollSTR,Racing Point BWT Mercedes,1:42.380,+1.916s,6
5,11,Sergio PerezPER,Racing Point BWT Mercedes,1:42.470,+2.006s,5
6,10,Pierre GaslyGAS,AlphaTauri Honda,1:42.588,+2.124s,7
7,33,Max VerstappenVER,Red Bull Racing Honda,1:42.820,+2.356s,4
8,8,Romain GrosjeanGRO,Haas Ferrari,1:43.335,+2.871s,6
9,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:43.471,+3.007s,16
10,16,Charles LeclercLEC,Ferrari,1:43.725,+3.261s,10
11,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:44.411,+3.947s,9
12,4,Lando NorrisNOR,McLaren Renault,1:46.000,+5.536s,5
13,26,Daniil KvyatKVY,AlphaTauri Honda,1:47.422,+6.958s,7
14,31,Esteban OconOCO,Renault,,,1
15,3,Daniel RicciardoRIC,Renault,,,1
16,44,Lewis HamiltonHAM,Mercedes,,,1
17,6,Nicholas LatifiLAT,Williams Mercedes,,,2
18,63,George RussellRUS,Williams Mercedes,,,2
19,23,Alexander AlbonALB,Red Bull Racing Honda,,,3
20,20,Kevin MagnussenMAG,Haas Ferrari,,,1
