Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:04.304,,42
2,77,Valtteri BottasBOT,Mercedes,1:04.501,+0.197s,37
3,11,Sergio PerezPER,Racing Point BWT Mercedes,1:04.945,+0.641s,48
4,5,Sebastian VettelVET,Ferrari,1:04.961,+0.657s,48
5,3,Daniel RicciardoRIC,Renault,1:04.972,+0.668s,36
6,4,Lando NorrisNOR,McLaren Renault,1:05.087,+0.783s,38
7,18,Lance StrollSTR,Racing Point BWT Mercedes,1:05.135,+0.831s,48
8,33,Max VerstappenVER,Red Bull Racing Honda,1:05.215,+0.911s,41
9,16,Charles LeclercLEC,Ferrari,1:05.298,+0.994s,46
10,55,Carlos SainzSAI,McLaren Renault,1:05.352,+1.048s,37
11,31,Esteban OconOCO,Renault,1:05.415,+1.111s,42
12,26,Daniil KvyatKVY,AlphaTauri Honda,1:05.443,+1.139s,34
13,23,Alexander AlbonALB,Red Bull Racing Honda,1:05.453,+1.149s,47
14,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:05.608,+1.304s,49
15,20,Kevin MagnussenMAG,Haas Ferrari,1:05.678,+1.374s,44
16,8,Romain GrosjeanGRO,Haas Ferrari,1:05.908,+1.604s,50
17,10,Pierre GaslyGAS,AlphaTauri Honda,1:06.016,+1.712s,51
18,63,George RussellRUS,Williams Mercedes,1:06.125,+1.821s,40
19,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:06.278,+1.974s,44
20,6,Nicholas LatifiLAT,Williams Mercedes,1:07.124,+2.820s,45
