Pos,No,Driver,Car,Time
1,5,Sebastian VettelVET,RBR Renault,1:37.587
2,6,Mark WebberWEB,RBR Renault,1:37.662
3,2,Lewis HamiltonHAM,McLaren Mercedes,1:37.969
4,8,Fernando AlonsoALO,Ferrari,1:38.075
5,7,Felipe MassaMAS,Ferrari,1:38.127
6,11,Robert KubicaKUB,Renault,1:38.137
7,1,Jenson ButtonBUT,McLaren Mercedes,1:38.210
8,10,Nico HulkenbergHUL,Williams Cosworth,1:38.428
9,9,Rubens BarrichelloBAR,Williams Cosworth,1:38.428
10,12,Vitaly PetrovPET,Renault,1:38.523
11,16,Sebastien BuemiBUE,STR Ferrari,1:38.586
12,4,Nico RosbergROS,Mercedes,1:38.627
13,14,Adrian SutilSUT,Force India Mercedes,1:38.851
14,15,Vitantonio LiuzziLIU,Force India Mercedes,1:38.884
15,3,Michael SchumacherMSC,Mercedes,1:39.234
16,22,Pedro de la RosaDLR,Sauber Ferrari,1:39.264
17,17,Jaime AlguersuariALG,STR Ferrari,1:39.458
18,23,Kamui KobayashiKOB,Sauber Ferrari,1:39.343
19,18,Jarno TrulliTRU,Lotus Cosworth,1:40.658
20,19,Heikki KovalainenKOV,Lotus Cosworth,1:40.882
21,25,Lucas di GrassiDIG,Virgin Cosworth,1:42.086
22,24,Timo GlockGLO,Virgin Cosworth,1:42.140
23,20,Karun ChandhokCHD,HRT Cosworth,1:42.600
24,21,Bruno SennaSEN,HRT Cosworth,1:42.851
