Pos,No,Driver,Car,Time
1,6,Mark WebberWEB,RBR Renault,1:19.995
2,5,Sebastian VettelVET,RBR Renault,1:20.101
3,2,Lewis HamiltonHAM,McLaren Mercedes,1:20.829
4,8,Fernando AlonsoALO,Ferrari,1:20.937
5,1,Jenson ButtonBUT,McLaren Mercedes,1:20.991
6,3,Michael SchumacherMSC,Mercedes,1:21.294
7,11,Robert KubicaKUB,Renault,1:21.353
8,4,Nico RosbergROS,Mercedes,1:21.408
9,7,Felipe MassaMAS,Ferrari,1:21.585
10,23,Kamui KobayashiKOB,Sauber Ferrari,1:21.984
11,14,Adrian SutilSUT,Force India Mercedes,1:21.985
12,22,Pedro de la RosaDLR,Sauber Ferrari,1:22.026
13,10,Nico HulkenbergHUL,Williams Cosworth,1:22.131
14,16,Sebastien BuemiBUE,STR Ferrari,1:22.191
15,17,Jaime AlguersuariALG,STR Ferrari,1:22.207
16,15,Vitantonio LiuzziLIU,Force India Mercedes,1:22.854
17,9,Rubens BarrichelloBAR,Williams Cosworth,1:23.125
18,18,Jarno TrulliTRU,Lotus Cosworth,1:24.674
19,12,Vitaly PetrovPET,Renault,1:22.139
20,19,Heikki KovalainenKOV,Lotus Cosworth,1:24.748
21,21,Bruno SennaSEN,HRT Cosworth,1:27.122
22,24,Timo GlockGLO,Virgin Cosworth,1:25.475
23,25,Lucas di GrassiDIG,Virgin Cosworth,1:25.556
24,20,Karun ChandhokCHD,HRT Cosworth,1:26.750
