Pos,No,Driver,Car,Time
1,6,Mark WebberWEB,RBR Renault,1:45.778
2,2,Lewis HamiltonHAM,McLaren Mercedes,1:45.863
3,11,Robert KubicaKUB,Renault,1:46.100
4,5,Sebastian VettelVET,RBR Renault,1:46.127
5,1,Jenson ButtonBUT,McLaren Mercedes,1:46.206
6,7,Felipe MassaMAS,Ferrari,1:46.314
7,9,Rubens BarrichelloBAR,Williams Cosworth,1:46.602
8,14,Adrian SutilSUT,Force India Mercedes,1:46.659
9,10,Nico HulkenbergHUL,Williams Cosworth,1:47.053
10,8,Fernando AlonsoALO,Ferrari,1:47.441
11,17,Jaime AlguersuariALG,STR Ferrari,1:48.267
12,15,Vitantonio LiuzziLIU,Force India Mercedes,1:48.680
13,19,Heikki KovalainenKOV,Lotus Cosworth,1:50.980
14,4,Nico RosbergROS,Mercedes,1:47.885
15,18,Jarno TrulliTRU,Lotus Cosworth,2:01.491
16,16,Sebastien BuemiBUE,STR Ferrari,1:49.209
17,23,Kamui KobayashiKOB,Sauber Ferrari,2:02.284
18,21,Bruno SennaSEN,HRT Cosworth,2:03.612
19,20,Sakon YamamotoYAM,HRT Cosworth,2:03.941
20,24,Timo GlockGLO,Virgin Cosworth,1:52.049
21,3,Michael SchumacherMSC,Mercedes,1:47.874
22,25,Lucas di GrassiDIG,Virgin Cosworth,2:18.754
23,12,Vitaly PetrovPET,Renault,
24,22,Pedro de la RosaDLR,Sauber Ferrari,2:05.294
