Pos,No,Driver,Car,Time
1,5,Sebastian VettelVET,RBR Renault,1:18.773
2,6,Mark WebberWEB,RBR Renault,1:19.184
3,8,Fernando AlonsoALO,Ferrari,1:19.987
4,7,Felipe MassaMAS,Ferrari,1:20.331
5,2,Lewis HamiltonHAM,McLaren Mercedes,1:20.499
6,4,Nico RosbergROS,Mercedes,1:21.082
7,12,Vitaly PetrovPET,Renault,1:21.229
8,11,Robert KubicaKUB,Renault,1:21.328
9,22,Pedro de la RosaDLR,Sauber Ferrari,1:21.411
10,10,Nico HulkenbergHUL,Williams Cosworth,1:21.710
11,1,Jenson ButtonBUT,McLaren Mercedes,1:21.292
12,9,Rubens BarrichelloBAR,Williams Cosworth,1:21.331
13,14,Adrian SutilSUT,Force India Mercedes,1:21.517
14,3,Michael SchumacherMSC,Mercedes,1:21.630
15,16,Sebastien BuemiBUE,STR Ferrari,1:21.897
16,15,Vitantonio LiuzziLIU,Force India Mercedes,1:21.927
17,17,Jaime AlguersuariALG,STR Ferrari,1:21.998
18,24,Timo GlockGLO,Virgin Cosworth,1:24.050
19,19,Heikki KovalainenKOV,Lotus Cosworth,1:24.120
20,18,Jarno TrulliTRU,Lotus Cosworth,1:24.199
21,25,Lucas di GrassiDIG,Virgin Cosworth,1:25.118
22,21,Bruno SennaSEN,HRT Cosworth,1:26.391
23,23,Kamui KobayashiKOB,Sauber Ferrari,1:22.222
24,20,Sakon YamamotoYAM,HRT Cosworth,1:26.453
