Pos,No,Driver,Car,Time
1,10,Nico HulkenbergHUL,Williams Cosworth,1:14.470
2,5,Sebastian VettelVET,RBR Renault,1:15.519
3,6,Mark WebberWEB,RBR Renault,1:15.637
4,2,Lewis HamiltonHAM,McLaren Mercedes,1:15.747
5,8,Fernando AlonsoALO,Ferrari,1:15.989
6,9,Rubens BarrichelloBAR,Williams Cosworth,1:16.203
7,11,Robert KubicaKUB,Renault,1:16.552
8,3,Michael SchumacherMSC,Mercedes,1:16.925
9,7,Felipe MassaMAS,Ferrari,1:17.101
10,12,Vitaly PetrovPET,Renault,1:17.656
11,1,Jenson ButtonBUT,McLaren Mercedes,1:19.288
12,23,Kamui KobayashiKOB,Sauber Ferrari,1:19.385
13,4,Nico RosbergROS,Mercedes,1:19.486
14,17,Jaime AlguersuariALG,STR Ferrari,1:19.581
15,22,Nick HeidfeldHEI,Sauber Ferrari,1:19.899
16,15,Vitantonio LiuzziLIU,Force India Mercedes,1:20.357
17,24,Timo GlockGLO,Virgin Cosworth,1:22.130
18,18,Jarno TrulliTRU,Lotus Cosworth,1:22.250
19,16,Sebastien BuemiBUE,STR Ferrari,1:19.847
20,19,Heikki KovalainenKOV,Lotus Cosworth,1:22.378
21,25,Lucas di GrassiDIG,Virgin Cosworth,1:22.810
22,14,Adrian SutilSUT,Force India Mercedes,1:20.830
23,20,Christian KlienKLI,HRT Cosworth,1:23.083
24,21,Bruno SennaSEN,HRT Cosworth,1:23.796
