Pos,No,Driver,Car,Time
1,2,Lewis HamiltonHAM,McLaren Mercedes,1:15.105
2,5,Sebastian VettelVET,RBR Renault,1:15.420
3,8,Fernando AlonsoALO,Ferrari,1:15.435
4,1,Jenson ButtonBUT,McLaren Mercedes,1:15.520
5,15,Vitantonio LiuzziLIU,Force India Mercedes,1:15.648
6,7,Felipe MassaMAS,Ferrari,1:15.688
7,6,Mark WebberWEB,RBR Renault,1:15.373
8,11,Robert KubicaKUB,Renault,1:15.715
9,14,Adrian SutilSUT,Force India Mercedes,1:15.881
10,4,Nico RosbergROS,Mercedes,1:16.071
11,9,Rubens BarrichelloBAR,Williams Cosworth,1:16.434
12,10,Nico HulkenbergHUL,Williams Cosworth,1:16.438
13,3,Michael SchumacherMSC,Mercedes,1:16.492
14,12,Vitaly PetrovPET,Renault,1:16.844
15,16,Sebastien BuemiBUE,STR Ferrari,1:16.928
16,17,Jaime AlguersuariALG,STR Ferrari,1:17.029
17,22,Pedro de la RosaDLR,Sauber Ferrari,1:17.384
18,23,Kamui KobayashiKOB,Sauber Ferrari,1:18.019
19,19,Heikki KovalainenKOV,Lotus Cosworth,1:18.237
20,18,Jarno TrulliTRU,Lotus Cosworth,1:18.698
21,24,Timo GlockGLO,Virgin Cosworth,1:18.941
22,21,Bruno SennaSEN,HRT Cosworth,1:19.484
23,25,Lucas di GrassiDIG,Virgin Cosworth,1:19.675
24,20,Karun ChandhokCHD,HRT Cosworth,1:27.757
