Pos,No,Driver,Car,Time
1,5,Sebastian VettelVET,RBR Renault,1:39.394
2,2,Lewis HamiltonHAM,McLaren Mercedes,1:39.425
3,8,Fernando AlonsoALO,Ferrari,1:39.792
4,1,Jenson ButtonBUT,McLaren Mercedes,1:39.823
5,6,Mark WebberWEB,RBR Renault,1:39.925
6,7,Felipe MassaMAS,Ferrari,1:40.202
7,9,Rubens BarrichelloBAR,Williams Cosworth,1:40.203
8,3,Michael SchumacherMSC,Mercedes,1:40.516
9,4,Nico RosbergROS,Mercedes,1:40.589
10,12,Vitaly PetrovPET,Renault,1:40.901
11,11,Robert KubicaKUB,Renault,1:40.780
12,23,Kamui KobayashiKOB,Sauber Ferrari,1:40.783
13,14,Adrian SutilSUT,Force India Mercedes,1:40.914
14,22,Nick HeidfeldHEI,Sauber Ferrari,1:41.113
15,10,Nico HulkenbergHUL,Williams Cosworth,1:41.418
16,15,Vitantonio LiuzziLIU,Force India Mercedes,1:41.642
17,17,Jaime AlguersuariALG,STR Ferrari,1:41.738
18,16,Sebastien BuemiBUE,STR Ferrari,1:41.824
19,18,Jarno TrulliTRU,Lotus Cosworth,1:43.516
20,19,Heikki KovalainenKOV,Lotus Cosworth,1:43.712
21,24,Timo GlockGLO,Virgin Cosworth,1:44.095
22,25,Lucas di GrassiDIG,Virgin Cosworth,1:44.510
23,21,Bruno SennaSEN,HRT Cosworth,1:45.085
24,20,Christian KlienKLI,HRT Cosworth,1:45.296
