Pos,No,Driver,Car,Time
1,6,Mark WebberWEB,RBR Renault,1:49.327
2,4,Nico RosbergROS,Mercedes,1:50.673
3,5,Sebastian VettelVET,RBR Renault,1:50.789
4,14,Adrian SutilSUT,Force India Mercedes,1:50.914
5,10,Nico HulkenbergHUL,Williams Cosworth,1:51.001
6,11,Robert KubicaKUB,Renault,1:51.051
7,9,Rubens BarrichelloBAR,Williams Cosworth,1:51.511
8,3,Michael SchumacherMSC,Mercedes,1:51.717
9,23,Kamui KobayashiKOB,Sauber Ferrari,1:51.767
10,15,Vitantonio LiuzziLIU,Force India Mercedes,1:52.254
11,12,Vitaly PetrovPET,Renault,1:48.760
12,22,Pedro de la RosaDLR,Sauber Ferrari,1:48.771
13,16,Sebastien BuemiBUE,STR Ferrari,1:49.207
14,17,Jaime AlguersuariALG,STR Ferrari,1:49.464
15,19,Heikki KovalainenKOV,Lotus Cosworth,1:52.270
16,24,Timo GlockGLO,Virgin Cosworth,1:52.520
17,1,Jenson ButtonBUT,McLaren Mercedes,
18,18,Jarno TrulliTRU,Lotus Cosworth,1:52.884
19,8,Fernando AlonsoALO,Ferrari,1:53.044
20,2,Lewis HamiltonHAM,McLaren Mercedes,1:53.050
21,7,Felipe MassaMAS,Ferrari,1:53.283
22,20,Karun ChandhokCHD,HRT Cosworth,1:56.299
23,21,Bruno SennaSEN,HRT Cosworth,1:57.269
24,25,Lucas di GrassiDIG,Virgin Cosworth,1:59.977
