Pos,No,Driver,Car,Time
1,5,Sebastian VettelVET,RBR Renault,1:34.558
2,6,Mark WebberWEB,RBR Renault,1:34.806
3,8,Fernando AlonsoALO,Ferrari,1:34.913
4,4,Nico RosbergROS,Mercedes,1:34.923
5,1,Jenson ButtonBUT,McLaren Mercedes,1:34.979
6,2,Lewis HamiltonHAM,McLaren Mercedes,1:35.034
7,7,Felipe MassaMAS,Ferrari,1:35.180
8,11,Robert KubicaKUB,Renault,1:35.364
9,3,Michael SchumacherMSC,Mercedes,1:35.646
10,14,Adrian SutilSUT,Force India Mercedes,1:35.963
11,9,Rubens BarrichelloBAR,Williams Cosworth,1:35.748
12,17,Jaime AlguersuariALG,STR Ferrari,1:36.047
13,16,Sebastien BuemiBUE,STR Ferrari,1:36.149
14,12,Vitaly PetrovPET,Renault,1:36.311
15,23,Kamui KobayashiKOB,Sauber Ferrari,1:36.422
16,10,Nico HulkenbergHUL,Williams Cosworth,1:36.647
17,22,Pedro de la RosaDLR,Sauber Ferrari,1:37.020
18,15,Vitantonio LiuzziLIU,Force India Mercedes,1:37.161
19,24,Timo GlockGLO,Virgin Cosworth,1:39.278
20,18,Jarno TrulliTRU,Lotus Cosworth,1:39.399
21,19,Heikki KovalainenKOV,Lotus Cosworth,1:39.520
22,25,Lucas di GrassiDIG,Virgin Cosworth,1:39.783
23,21,Bruno SennaSEN,HRT Cosworth,1:40.469
