Pos,No,Driver,Car,Time
1,5,Sebastian VettelVET,RBR Renault,1:13.791
2,8,Fernando AlonsoALO,Ferrari,1:13.793
3,7,Felipe MassaMAS,Ferrari,1:14.290
4,6,Mark WebberWEB,RBR Renault,1:14.347
5,1,Jenson ButtonBUT,McLaren Mercedes,1:14.427
6,2,Lewis HamiltonHAM,McLaren Mercedes,1:14.566
7,11,Robert KubicaKUB,Renault,1:15.079
8,9,Rubens BarrichelloBAR,Williams Cosworth,1:15.109
9,4,Nico RosbergROS,Mercedes,1:15.179
10,10,Nico HulkenbergHUL,Williams Cosworth,1:15.339
11,3,Michael SchumacherMSC,Mercedes,1:15.026
12,23,Kamui KobayashiKOB,Sauber Ferrari,1:15.084
13,12,Vitaly PetrovPET,Renault,1:15.307
14,22,Pedro de la RosaDLR,Sauber Ferrari,1:15.550
15,17,Jaime AlguersuariALG,STR Ferrari,1:15.588
16,16,Sebastien BuemiBUE,STR Ferrari,1:15.974
17,18,Jarno TrulliTRU,Lotus Cosworth,1:17.583
18,19,Heikki KovalainenKOV,Lotus Cosworth,1:18.300
19,14,Adrian SutilSUT,Force India Mercedes,1:15.467
20,21,Bruno SennaSEN,HRT Cosworth,1:18.592
21,15,Vitantonio LiuzziLIU,Force India Mercedes,1:18.952
22,20,Sakon YamamotoYAM,HRT Cosworth,1:19.844
23,24,Timo GlockGLO,Virgin Cosworth,1:18.343
24,25,Lucas di GrassiDIG,Virgin Cosworth,
