Pos,No,Driver,Car,Time
1,5,Sebastian VettelVET,RBR Renault,1:23.919
2,6,Mark WebberWEB,RBR Renault,1:24.035
3,8,Fernando AlonsoALO,Ferrari,1:24.111
4,1,Jenson ButtonBUT,McLaren Mercedes,1:24.675
5,7,Felipe MassaMAS,Ferrari,1:24.837
6,4,Nico RosbergROS,Mercedes,1:24.884
7,3,Michael SchumacherMSC,Mercedes,1:24.927
8,9,Rubens BarrichelloBAR,Williams Cosworth,1:25.217
9,11,Robert KubicaKUB,Renault,1:25.372
10,14,Adrian SutilSUT,Force India Mercedes,1:26.036
11,2,Lewis HamiltonHAM,McLaren Mercedes,1:25.184
12,16,Sebastien BuemiBUE,STR Ferrari,1:25.638
13,15,Vitantonio LiuzziLIU,Force India Mercedes,1:25.743
14,22,Pedro de la RosaDLR,Sauber Ferrari,1:25.747
15,10,Nico HulkenbergHUL,Williams Cosworth,1:25.748
16,23,Kamui KobayashiKOB,Sauber Ferrari,1:25.777
17,17,Jaime AlguersuariALG,STR Ferrari,1:26.089
18,12,Vitaly PetrovPET,Renault,1:26.471
19,19,Heikki KovalainenKOV,Lotus Cosworth,1:28.797
20,18,Jarno TrulliTRU,Lotus Cosworth,1:29.111
21,21,Bruno SennaSEN,HRT Cosworth,1:30.526
22,20,Karun ChandhokCHD,HRT Cosworth,1:30.613
