Pos,No,Driver,Car,Time
1,5,Sebastian VettelVET,RBR Renault,1:30.785
2,6,Mark WebberWEB,RBR Renault,1:30.853
3,11,Robert KubicaKUB,Renault,1:31.231
4,8,Fernando AlonsoALO,Ferrari,1:31.352
5,1,Jenson ButtonBUT,McLaren Mercedes,1:31.378
6,4,Nico RosbergROS,Mercedes,1:31.494
7,9,Rubens BarrichelloBAR,Williams Cosworth,1:31.535
8,2,Lewis HamiltonHAM,McLaren Mercedes,1:31.169
9,10,Nico HulkenbergHUL,Williams Cosworth,1:31.559
10,3,Michael SchumacherMSC,Mercedes,1:31.846
11,22,Nick HeidfeldHEI,Sauber Ferrari,1:32.187
12,7,Felipe MassaMAS,Ferrari,1:32.321
13,12,Vitaly PetrovPET,Renault,1:32.422
14,23,Kamui KobayashiKOB,Sauber Ferrari,1:32.427
15,14,Adrian SutilSUT,Force India Mercedes,1:32.659
16,17,Jaime AlguersuariALG,STR Ferrari,1:33.071
17,15,Vitantonio LiuzziLIU,Force India Mercedes,1:33.154
18,16,Sebastien BuemiBUE,STR Ferrari,1:33.568
19,18,Jarno TrulliTRU,Lotus Cosworth,1:35.346
20,19,Heikki KovalainenKOV,Lotus Cosworth,1:35.464
21,25,Lucas di GrassiDIG,Virgin Cosworth,1:36.265
22,24,Timo GlockGLO,Virgin Cosworth,1:36.332
23,21,Bruno SennaSEN,HRT Cosworth,1:37.270
24,20,Sakon YamamotoYAM,HRT Cosworth,1:37.365
