Pos,No,Driver,Car,Time,Gap,Laps
1,5,Michael SchumacherMSC,Ferrari,1:27.203,,12
2,1,Fernando AlonsoALO,Renault,1:27.924,+0.721s,16
3,2,Giancarlo FisichellaFIS,Renault,1:27.963,+0.760s,17
4,17,Robert KubicaKUB,Sauber BMW,1:27.964,+0.761s,15
5,16,Nick HeidfeldHEI,Sauber BMW,1:28.151,+0.948s,14
6,12,Jenson ButtonBUT,Honda,1:28.190,+0.987s,17
7,6,Felipe MassaMAS,Ferrari,1:28.266,+1.063s,14
8,11,Rubens BarrichelloBAR,Honda,1:28.359,+1.156s,15
9,3,Kimi RäikkönenRAI,McLaren Mercedes,1:28.368,+1.165s,11
10,15,Christian KlienKLI,RBR Ferrari,1:28.830,+1.627s,9
11,8,Jarno TrulliTRU,Toyota,1:28.861,+1.658s,17
12,21,Scott SpeedSPE,STR Cosworth,1:28.861,+1.658s,14
13,4,Pedro de la RosaDLR,McLaren Mercedes,1:29.034,+1.831s,12
14,9,Mark WebberWEB,Williams Cosworth,1:29.069,+1.866s,10
15,10,Nico RosbergROS,Williams Cosworth,1:29.176,+1.973s,13
16,14,David CoulthardCOU,RBR Ferrari,1:29.357,+2.154s,12
17,7,Ralf SchumacherRSC,Toyota,1:29.374,+2.171s,18
18,20,Vitantonio LiuzziLIU,STR Cosworth,1:29.426,+2.223s,19
19,19,Christijan AlbersALB,MF1 Toyota,1:29.668,+2.465s,19
20,23,Sakon YamamotoYAM,Super Aguri Honda,1:29.881,+2.678s,17
21,18,Tiago MonteiroMON,MF1 Toyota,1:29.915,+2.712s,17
22,22,Takuma SatoSAT,Super Aguri Honda,1:30.151,+2.948s,21
