Pos,No,Driver,Car,Time,Gap,Laps
1,5,Michael SchumacherMSC,Ferrari,1:20.919,,13
2,16,Nick HeidfeldHEI,Sauber BMW,1:21.361,+0.442s,13
3,6,Felipe MassaMAS,Ferrari,1:21.633,+0.714s,15
4,3,Kimi RäikkönenRAI,McLaren Mercedes,1:21.771,+0.852s,12
5,2,Giancarlo FisichellaFIS,Renault,1:21.859,+0.940s,12
6,1,Fernando AlonsoALO,Renault,1:21.870,+0.951s,13
7,11,Rubens BarrichelloBAR,Honda,1:22.023,+1.104s,12
8,17,Jacques VilleneuveVIL,Sauber BMW,1:22.229,+1.310s,14
9,20,Vitantonio LiuzziLIU,STR Cosworth,1:22.456,+1.537s,18
10,21,Scott SpeedSPE,STR Cosworth,1:22.532,+1.613s,14
11,12,Jenson ButtonBUT,Honda,1:22.596,+1.677s,15
12,14,David CoulthardCOU,RBR Ferrari,1:22.681,+1.762s,15
13,18,Tiago MonteiroMON,MF1 Toyota,1:22.812,+1.893s,19
14,15,Christian KlienKLI,RBR Ferrari,1:22.921,+2.002s,14
15,4,Juan Pablo MontoyaMOY,McLaren Mercedes,1:23.412,+2.493s,7
16,8,Jarno TrulliTRU,Toyota,1:23.459,+2.540s,13
17,9,Mark WebberWEB,Williams Cosworth,1:23.964,+3.045s,12
18,10,Nico RosbergROS,Williams Cosworth,1:24.010,+3.091s,11
19,7,Ralf SchumacherRSC,Toyota,1:24.386,+3.467s,12
20,23,Franck MontagnyMON,Super Aguri Honda,1:27.229,+6.310s,10
21,22,Takuma SatoSAT,Super Aguri Honda,1:27.525,+6.606s,12
22,19,Christijan AlbersALB,MF1 Toyota,,,3
