Pos,No,Driver,Car,Time,Gap,Laps
1,5,Michael SchumacherMSC,Ferrari,1:23.787,,14
2,1,Fernando AlonsoALO,Renault,1:24.068,+0.281s,15
3,2,Giancarlo FisichellaFIS,Renault,1:24.377,+0.590s,21
4,6,Felipe MassaMAS,Ferrari,1:24.383,+0.596s,17
5,3,Kimi RäikkönenRAI,McLaren Mercedes,1:24.626,+0.839s,12
6,7,Ralf SchumacherRSC,Toyota,1:24.667,+0.880s,21
7,12,Jenson ButtonBUT,Honda,1:24.850,+1.063s,23
8,17,Jacques VilleneuveVIL,Sauber BMW,1:24.916,+1.129s,13
9,15,Christian KlienKLI,RBR Ferrari,1:24.984,+1.197s,13
10,20,Vitantonio LiuzziLIU,STR Cosworth,1:24.994,+1.207s,15
11,11,Rubens BarrichelloBAR,Honda,1:25.041,+1.254s,20
12,9,Mark WebberWEB,Williams Cosworth,1:25.205,+1.418s,14
13,14,David CoulthardCOU,RBR Ferrari,1:25.575,+1.788s,15
14,21,Scott SpeedSPE,STR Cosworth,1:25.662,+1.875s,19
15,16,Nick HeidfeldHEI,Sauber BMW,1:25.701,+1.914s,9
16,19,Christijan AlbersALB,MF1 Toyota,1:25.803,+2.016s,22
17,8,Jarno TrulliTRU,Toyota,1:25.806,+2.019s,15
18,18,Tiago MonteiroMON,MF1 Toyota,1:26.476,+2.689s,18
19,10,Nico RosbergROS,Williams Cosworth,1:27.019,+3.232s,11
20,22,Takuma SatoSAT,Super Aguri Honda,1:28.267,+4.480s,18
21,23,Yuji IdeIDE,Super Aguri Honda,1:29.330,+5.543s,20
22,4,Juan Pablo MontoyaMOY,McLaren Mercedes,,,1
