Pos,No,Driver,Car,Time,Gap,Laps
1,5,Michael SchumacherMSC,Ferrari,1:40.193,,8
2,1,Fernando AlonsoALO,Renault,1:40.365,+0.172s,7
3,12,Jenson ButtonBUT,Honda,1:40.590,+0.397s,12
4,20,Vitantonio LiuzziLIU,STR Cosworth,1:40.795,+0.602s,9
5,21,Scott SpeedSPE,STR Cosworth,1:41.150,+0.957s,11
6,9,Mark WebberWEB,Williams Cosworth,1:41.287,+1.094s,10
7,19,Christijan AlbersALB,MF1 Toyota,1:41.463,+1.270s,11
8,2,Giancarlo FisichellaFIS,Renault,1:41.691,+1.498s,6
9,4,Pedro de la RosaDLR,McLaren Mercedes,1:41.823,+1.630s,7
10,14,David CoulthardCOU,RBR Ferrari,1:41.836,+1.643s,18
11,10,Nico RosbergROS,Williams Cosworth,1:42.588,+2.395s,11
12,18,Tiago MonteiroMON,MF1 Toyota,1:42.612,+2.419s,14
13,16,Nick HeidfeldHEI,Sauber BMW,1:43.216,+3.023s,5
14,11,Rubens BarrichelloBAR,Honda,1:43.448,+3.255s,9
15,6,Felipe MassaMAS,Ferrari,1:43.500,+3.307s,10
16,22,Takuma SatoSAT,Super Aguri Honda,1:43.722,+3.529s,12
17,8,Jarno TrulliTRU,Toyota,1:44.027,+3.834s,14
18,15,Robert DoornbosDOO,RBR Ferrari,1:45.434,+5.241s,12
19,7,Ralf SchumacherRSC,Toyota,1:46.023,+5.830s,12
20,23,Sakon YamamotoYAM,Super Aguri Honda,1:46.850,+6.657s,10
21,17,Robert KubicaKUB,Sauber BMW,,,1
22,3,Kimi RäikkönenRAI,McLaren Mercedes,,,2
