Pos,No,Driver,Car,Time,Gap,Laps
1,12,Jenson ButtonBUT,Honda,1:31.857,,16
2,5,Michael SchumacherMSC,Ferrari,1:31.868,+0.011s,8
3,1,Fernando AlonsoALO,Renault,1:31.975,+0.118s,11
4,2,Giancarlo FisichellaFIS,Renault,1:32.050,+0.193s,12
5,6,Felipe MassaMAS,Ferrari,1:32.826,+0.969s,6
6,17,Jacques VilleneuveVIL,Sauber BMW,1:32.913,+1.056s,14
7,8,Jarno TrulliTRU,Toyota,1:33.038,+1.181s,16
8,3,Kimi RäikkönenRAI,McLaren Mercedes,1:33.262,+1.405s,12
9,7,Ralf SchumacherRSC,Toyota,1:33.523,+1.666s,14
10,9,Mark WebberWEB,Williams Cosworth,1:33.876,+2.019s,11
11,15,Christian KlienKLI,RBR Ferrari,1:33.944,+2.087s,14
12,11,Rubens BarrichelloBAR,Honda,1:34.009,+2.152s,15
13,16,Nick HeidfeldHEI,Sauber BMW,1:34.094,+2.237s,11
14,14,David CoulthardCOU,RBR Ferrari,1:34.142,+2.285s,16
15,4,Juan Pablo MontoyaMOY,McLaren Mercedes,1:34.406,+2.549s,11
16,10,Nico RosbergROS,Williams Cosworth,1:34.434,+2.577s,11
17,19,Christijan AlbersALB,MF1 Toyota,1:34.541,+2.684s,14
18,18,Tiago MonteiroMON,MF1 Toyota,1:35.026,+3.169s,14
19,20,Vitantonio LiuzziLIU,STR Cosworth,1:35.351,+3.494s,13
20,21,Scott SpeedSPE,STR Cosworth,1:35.532,+3.675s,13
21,22,Takuma SatoSAT,Super Aguri Honda,1:36.994,+5.137s,15
22,23,Yuji IdeIDE,Super Aguri Honda,1:41.889,+10.032s,10
