Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Fernando AlonsoALO,McLaren Mercedes,53,1:18:37.806,10
2,2,Lewis HamiltonHAM,McLaren Mercedes,53,+6.062s,8
3,6,Kimi RäikkönenRAI,Ferrari,53,+27.325s,6
4,9,Nick HeidfeldHEI,Sauber BMW,53,+56.562s,5
5,10,Robert KubicaKUB,Sauber BMW,53,+60.558s,4
6,16,Nico RosbergROS,Williams Toyota,53,+65.810s,3
7,4,Heikki KovalainenKOV,Renault,53,+66.751s,2
8,7,Jenson ButtonBUT,Honda,53,+72.168s,1
9,15,Mark WebberWEB,Red Bull Renault,53,+75.879s,0
10,8,Rubens BarrichelloBAR,Honda,53,+76.958s,0
11,12,Jarno TrulliTRU,Toyota,53,+77.736s,0
12,3,Giancarlo FisichellaFIS,Renault,52,+1 lap,0
13,17,Alexander WurzWUR,Williams Toyota,52,+1 lap,0
14,23,Anthony DavidsonDAV,Super Aguri Honda,52,+1 lap,0
15,11,Ralf SchumacherRSC,Toyota,52,+1 lap,0
16,22,Takuma SatoSAT,Super Aguri Honda,52,+1 lap,0
17,18,Vitantonio LiuzziLIU,STR Ferrari,52,+1 lap,0
18,19,Sebastian VettelVET,STR Ferrari,52,+1 lap,0
19,20,Adrian SutilSUT,Spyker Ferrari,52,+1 lap,0
20,21,Sakon YamamotoYAM,Spyker Ferrari,52,+1 lap,0
NC,5,Felipe MassaMAS,Ferrari,10,DNF,0
NC,14,David CoulthardCOU,Red Bull Renault,1,DNF,0
