Pos,No,Driver,Car,Laps,Time/retired,Pts
1,2,Lewis HamiltonHAM,McLaren Mercedes,70,1:44:11.292,10
2,9,Nick HeidfeldHEI,Sauber BMW,70,+4.343s,8
3,17,Alexander WurzWUR,Williams Toyota,70,+5.325s,6
4,4,Heikki KovalainenKOV,Renault,70,+6.729s,5
5,6,Kimi RäikkönenRAI,Ferrari,70,+13.007s,4
6,22,Takuma SatoSAT,Super Aguri Honda,70,+16.698s,3
7,1,Fernando AlonsoALO,McLaren Mercedes,70,+21.936s,2
8,11,Ralf SchumacherRSC,Toyota,70,+22.888s,1
9,15,Mark WebberWEB,Red Bull Renault,70,+22.960s,0
10,16,Nico RosbergROS,Williams Toyota,70,+23.984s,0
11,23,Anthony DavidsonDAV,Super Aguri Honda,70,+24.318s,0
12,8,Rubens BarrichelloBAR,Honda,70,+30.439s,0
NC,12,Jarno TrulliTRU,Toyota,58,DNF,0
NC,18,Vitantonio LiuzziLIU,STR Ferrari,54,DNF,0
NC,21,Christijan AlbersALB,Spyker Ferrari,47,DNF,0
NC,14,David CoulthardCOU,Red Bull Renault,36,DNF,0
NC,10,Robert KubicaKUB,Sauber BMW,26,DNF,0
NC,20,Adrian SutilSUT,Spyker Ferrari,21,DNF,0
NC,19,Scott SpeedSPE,STR Ferrari,8,DNF,0
NC,7,Jenson ButtonBUT,Honda,0,DNF,0
