Pos,No,Driver,Car,Laps,Time/retired,Pts
1,6,Kimi RäikkönenRAI,Ferrari,59,1:21:43.074,10
2,1,Fernando AlonsoALO,McLaren Mercedes,59,+2.459s,8
3,2,Lewis HamiltonHAM,McLaren Mercedes,59,+39.373s,6
4,10,Robert KubicaKUB,Sauber BMW,59,+53.319s,5
5,5,Felipe MassaMAS,Ferrari,59,+54.063s,4
6,9,Nick HeidfeldHEI,Sauber BMW,59,+56.336s,3
7,4,Heikki KovalainenKOV,Renault,58,+1 lap,2
8,3,Giancarlo FisichellaFIS,Renault,58,+1 lap,1
9,8,Rubens BarrichelloBAR,Honda,58,+1 lap,0
10,7,Jenson ButtonBUT,Honda,58,+1 lap,0
11,14,David CoulthardCOU,Red Bull Renault,58,+1 lap,0
12,16,Nico RosbergROS,Williams Toyota,58,+1 lap,0
13,17,Alexander WurzWUR,Williams Toyota,58,+1 lap,0
14,22,Takuma SatoSAT,Super Aguri Honda,57,+2 laps,0
15,21,Christijan AlbersALB,Spyker Ferrari,57,+2 laps,0
16,18,Vitantonio LiuzziLIU,STR Ferrari,53,DNF,0
NC,12,Jarno TrulliTRU,Toyota,43,DNF,0
NC,23,Anthony DavidsonDAV,Super Aguri Honda,35,DNF,0
NC,19,Scott SpeedSPE,STR Ferrari,29,DNF,0
NC,11,Ralf SchumacherRSC,Toyota,22,DNF,0
NC,20,Adrian SutilSUT,Spyker Ferrari,16,DNF,0
NC,15,Mark WebberWEB,Red Bull Renault,8,DNF,0
