Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Felipe MassaMAS,Ferrari,57,1:33:27.515,10
2,2,Lewis HamiltonHAM,McLaren Mercedes,57,+2.360s,8
3,6,Kimi RäikkönenRAI,Ferrari,57,+10.839s,6
4,9,Nick HeidfeldHEI,Sauber BMW,57,+13.831s,5
5,1,Fernando AlonsoALO,McLaren Mercedes,57,+14.426s,4
6,10,Robert KubicaKUB,Sauber BMW,57,+45.529s,3
7,12,Jarno TrulliTRU,Toyota,57,+81.371s,2
8,3,Giancarlo FisichellaFIS,Renault,57,+81.701s,1
9,4,Heikki KovalainenKOV,Renault,57,+89.411s,0
10,16,Nico RosbergROS,Williams Toyota,57,+89.916s,0
11,17,Alexander WurzWUR,Williams Toyota,56,+1 lap,0
12,11,Ralf SchumacherRSC,Toyota,56,+1 lap,0
13,8,Rubens BarrichelloBAR,Honda,56,+1 lap,0
14,21,Christijan AlbersALB,Spyker Ferrari,55,+2 laps,0
15,20,Adrian SutilSUT,Spyker Ferrari,53,+4 laps,0
16,23,Anthony DavidsonDAV,Super Aguri Honda,51,DNF,0
NC,15,Mark WebberWEB,Red Bull Renault,41,DNF,0
NC,14,David CoulthardCOU,Red Bull Renault,36,DNF,0
NC,22,Takuma SatoSAT,Super Aguri Honda,34,DNF,0
NC,18,Vitantonio LiuzziLIU,STR Ferrari,26,DNF,0
NC,7,Jenson ButtonBUT,Honda,0,DNF,0
NC,19,Scott SpeedSPE,STR Ferrari,0,DNF,0
