Pos,No,Driver,Car,Laps,Time/retired,Pts
1,6,Kimi RäikkönenRAI,Ferrari,58,1:25:28.770,10
2,1,Fernando AlonsoALO,McLaren Mercedes,58,+7.242s,8
3,2,Lewis HamiltonHAM,McLaren Mercedes,58,+18.595s,6
4,9,Nick HeidfeldHEI,Sauber BMW,58,+38.763s,5
5,3,Giancarlo FisichellaFIS,Renault,58,+66.469s,4
6,5,Felipe MassaMAS,Ferrari,58,+66.805s,3
7,16,Nico RosbergROS,Williams Toyota,57,+1 lap,2
8,11,Ralf SchumacherRSC,Toyota,57,+1 lap,1
9,12,Jarno TrulliTRU,Toyota,57,+1 lap,0
10,4,Heikki KovalainenKOV,Renault,57,+1 lap,0
11,8,Rubens BarrichelloBAR,Honda,57,+1 lap,0
12,22,Takuma SatoSAT,Super Aguri Honda,57,+1 lap,0
13,15,Mark WebberWEB,Red Bull Renault,57,+1 lap,0
14,18,Vitantonio LiuzziLIU,STR Ferrari,57,+1 lap,0
15,7,Jenson ButtonBUT,Honda,57,+1 lap,0
16,23,Anthony DavidsonDAV,Super Aguri Honda,56,+2 laps,0
17,20,Adrian SutilSUT,Spyker Ferrari,56,+2 laps,0
NC,17,Alexander WurzWUR,Williams Toyota,48,DNF,0
NC,14,David CoulthardCOU,Red Bull Renault,48,DNF,0
NC,10,Robert KubicaKUB,Sauber BMW,36,DNF,0
NC,19,Scott SpeedSPE,STR Ferrari,28,DNF,0
NC,21,Christijan AlbersALB,Spyker Ferrari,10,DNF,0
