Pos,No,Driver,Car,Laps,Time/retired,Pts
1,6,Kimi RäikkönenRAI,Ferrari,44,1:20:39.066,10
2,5,Felipe MassaMAS,Ferrari,44,+4.695s,8
3,1,Fernando AlonsoALO,McLaren Mercedes,44,+14.343s,6
4,2,Lewis HamiltonHAM,McLaren Mercedes,44,+23.615s,5
5,9,Nick HeidfeldHEI,Sauber BMW,44,+51.879s,4
6,16,Nico RosbergROS,Williams Toyota,44,+76.876s,3
7,15,Mark WebberWEB,Red Bull Renault,44,+80.639s,2
8,4,Heikki KovalainenKOV,Renault,44,+85.106s,1
9,10,Robert KubicaKUB,Sauber BMW,44,+85.661s,0
10,11,Ralf SchumacherRSC,Toyota,44,+88.574s,0
11,12,Jarno TrulliTRU,Toyota,44,+103.653s,0
12,18,Vitantonio LiuzziLIU,STR Ferrari,43,+1 lap,0
13,8,Rubens BarrichelloBAR,Honda,43,+1 lap,0
14,20,Adrian SutilSUT,Spyker Ferrari,43,+1 lap,0
15,22,Takuma SatoSAT,Super Aguri Honda,43,+1 lap,0
16,23,Anthony DavidsonDAV,Super Aguri Honda,43,+1 lap,0
17,21,Sakon YamamotoYAM,Spyker Ferrari,43,+1 lap,0
NC,7,Jenson ButtonBUT,Honda,36,DNF,0
NC,17,Alexander WurzWUR,Williams Toyota,34,DNF,0
NC,14,David CoulthardCOU,Red Bull Renault,29,DNF,0
NC,19,Sebastian VettelVET,STR Ferrari,8,DNF,0
NC,3,Giancarlo FisichellaFIS,Renault,1,DNF,0
