Pos,No,Driver,Car,Time,Gap,Laps
1,2,Felipe MassaMAS,Ferrari,1:32.233,,20
2,1,Kimi RäikkönenRAI,Ferrari,1:32.350,+0.117s,15
3,7,Nico RosbergROS,Williams Toyota,1:32.415,+0.182s,23
4,22,Lewis HamiltonHAM,McLaren Mercedes,1:32.705,+0.472s,21
5,23,Heikki KovalainenKOV,McLaren Mercedes,1:32.868,+0.635s,20
6,8,Kazuki NakajimaNAK,Williams Toyota,1:33.121,+0.888s,24
7,4,Robert KubicaKUB,Sauber BMW,1:33.333,+1.100s,16
8,11,Jarno TrulliTRU,Toyota,1:33.539,+1.306s,27
9,9,David CoulthardCOU,Red Bull Renault,1:33.788,+1.555s,20
10,5,Fernando AlonsoALO,Renault,1:33.815,+1.582s,19
11,12,Timo GlockGLO,Toyota,1:33.929,+1.696s,28
12,10,Mark WebberWEB,Red Bull Renault,1:33.950,+1.717s,20
13,6,Nelson PiquetPIQ,Renault,1:33.981,+1.748s,24
14,3,Nick HeidfeldHEI,Sauber BMW,1:34.106,+1.873s,17
15,14,Sebastien BourdaisBOU,STR Ferrari,1:34.235,+2.002s,27
16,15,Sebastian VettelVET,STR Ferrari,1:34.321,+2.088s,32
17,21,Giancarlo FisichellaFIS,Force India Ferrari,1:34.892,+2.659s,20
18,16,Jenson ButtonBUT,Honda,1:34.915,+2.682s,16
19,17,Rubens BarrichelloBAR,Honda,1:35.174,+2.941s,12
20,20,Adrian SutilSUT,Force India Ferrari,1:35.429,+3.196s,22
21,19,Anthony DavidsonDAV,Super Aguri Honda,1:36.145,+3.912s,6
22,18,Takuma SatoSAT,Super Aguri Honda,1:36.536,+4.303s,6
