Pos,No,Driver,Car,Time,Gap,Laps
1,2,Felipe MassaMAS,Ferrari,1:35.392,,20
2,1,Kimi RäikkönenRAI,Ferrari,1:36.459,+1.067s,8
3,23,Heikki KovalainenKOV,McLaren Mercedes,1:36.556,+1.164s,21
4,7,Nico RosbergROS,Williams Toyota,1:36.578,+1.186s,23
5,22,Lewis HamiltonHAM,McLaren Mercedes,1:36.626,+1.234s,17
6,5,Fernando AlonsoALO,Renault,1:37.022,+1.630s,18
7,6,Nelson PiquetPIQ,Renault,1:37.034,+1.642s,28
8,4,Robert KubicaKUB,Sauber BMW,1:37.218,+1.826s,9
9,16,Jenson ButtonBUT,Honda,1:37.282,+1.890s,17
10,11,Jarno TrulliTRU,Toyota,1:37.540,+2.148s,24
11,3,Nick HeidfeldHEI,Sauber BMW,1:37.649,+2.257s,17
12,8,Kazuki NakajimaNAK,Williams Toyota,1:37.649,+2.257s,18
13,17,Rubens BarrichelloBAR,Honda,1:37.776,+2.384s,20
14,12,Timo GlockGLO,Toyota,1:37.782,+2.390s,27
15,15,Sebastian VettelVET,STR Ferrari,1:38.219,+2.827s,26
16,9,David CoulthardCOU,Red Bull Renault,1:38.232,+2.840s,7
17,10,Mark WebberWEB,Red Bull Renault,1:38.707,+3.315s,12
18,14,Sebastien BourdaisBOU,STR Ferrari,1:38.798,+3.406s,25
19,21,Giancarlo FisichellaFIS,Force India Ferrari,1:39.046,+3.654s,21
20,18,Takuma SatoSAT,Super Aguri Honda,1:40.178,+4.786s,11
21,19,Anthony DavidsonDAV,Super Aguri Honda,1:40.351,+4.959s,14
22,20,Adrian SutilSUT,Force India Ferrari,1:41.269,+5.877s,5
