Pos,No,Driver,Car,Time,Gap,Laps
1,20,Adrian SutilSUT,Force India Ferrari,1:32.842,,18
2,17,Rubens BarrichelloBAR,Honda,1:33.428,+0.586s,14
3,21,Giancarlo FisichellaFIS,Force India Ferrari,1:33.695,+0.853s,19
4,12,Timo GlockGLO,Toyota,1:36.800,+3.958s,13
5,7,Nico RosbergROS,Williams Toyota,1:36.900,+4.058s,9
6,5,Fernando AlonsoALO,Renault,1:36.965,+4.123s,10
7,14,Sebastien BourdaisBOU,STR Ferrari,1:37.142,+4.300s,20
8,11,Jarno TrulliTRU,Toyota,1:37.214,+4.372s,13
9,1,Kimi RäikkönenRAI,Ferrari,1:37.392,+4.550s,5
10,15,Sebastian VettelVET,STR Ferrari,1:37.754,+4.912s,13
11,6,Nelson PiquetPIQ,Renault,1:38.057,+5.215s,11
12,9,David CoulthardCOU,Red Bull Renault,1:38.303,+5.461s,7
13,16,Jenson ButtonBUT,Honda,1:39.062,+6.220s,12
14,2,Felipe MassaMAS,Ferrari,1:40.233,+7.391s,5
15,3,Nick HeidfeldHEI,Sauber BMW,,,1
16,8,Kazuki NakajimaNAK,Williams Toyota,,,2
17,4,Robert KubicaKUB,Sauber BMW,,,1
18,23,Heikki KovalainenKOV,McLaren Mercedes,,,1
19,10,Mark WebberWEB,Red Bull Renault,,,1
20,22,Lewis HamiltonHAM,McLaren Mercedes,,,1
