Pos,No,Driver,Car,Time,Gap,Laps
1,22,Lewis HamiltonHAM,McLaren Mercedes,1:18.910,,23
2,2,Felipe MassaMAS,Ferrari,1:19.063,+0.153s,24
3,23,Heikki KovalainenKOV,McLaren Mercedes,1:19.279,+0.369s,20
4,1,Kimi RäikkönenRAI,Ferrari,1:19.399,+0.489s,31
5,5,Fernando AlonsoALO,Renault,1:19.473,+0.563s,30
6,6,Nelson PiquetPIQ,Renault,1:19.743,+0.833s,35
7,15,Sebastian VettelVET,STR Ferrari,1:20.121,+1.211s,30
8,4,Robert KubicaKUB,Sauber BMW,1:20.160,+1.250s,26
9,14,Sebastien BourdaisBOU,STR Ferrari,1:20.182,+1.272s,34
10,8,Kazuki NakajimaNAK,Williams Toyota,1:20.217,+1.307s,25
11,20,Adrian SutilSUT,Force India Ferrari,1:20.288,+1.378s,26
12,7,Nico RosbergROS,Williams Toyota,1:20.350,+1.440s,28
13,10,Mark WebberWEB,Red Bull Renault,1:20.620,+1.710s,24
14,3,Nick HeidfeldHEI,Sauber BMW,1:20.628,+1.718s,23
15,11,Jarno TrulliTRU,Toyota,1:20.657,+1.747s,33
16,17,Rubens BarrichelloBAR,Honda,1:20.753,+1.843s,32
17,16,Jenson ButtonBUT,Honda,1:20.769,+1.859s,27
18,12,Timo GlockGLO,Toyota,1:20.823,+1.913s,37
19,9,David CoulthardCOU,Red Bull Renault,1:20.905,+1.995s,24
20,21,Giancarlo FisichellaFIS,Force India Ferrari,1:21.014,+2.104s,28
