Pos,No,Driver,Car,Time,Gap,Laps
1,22,Lewis HamiltonHAM,McLaren Mercedes,1:15.537,,22
2,23,Heikki KovalainenKOV,McLaren Mercedes,1:15.666,+0.129s,19
3,2,Felipe MassaMAS,Ferrari,1:15.796,+0.259s,22
4,5,Fernando AlonsoALO,Renault,1:16.163,+0.626s,22
5,1,Kimi RäikkönenRAI,Ferrari,1:16.327,+0.790s,23
6,7,Nico RosbergROS,Williams Toyota,1:16.606,+1.069s,27
7,15,Sebastian VettelVET,STR Ferrari,1:16.618,+1.081s,25
8,3,Nick HeidfeldHEI,Sauber BMW,1:16.719,+1.182s,20
9,8,Kazuki NakajimaNAK,Williams Toyota,1:16.821,+1.284s,26
10,6,Nelson PiquetPIQ,Renault,1:17.063,+1.526s,26
11,9,David CoulthardCOU,Red Bull Renault,1:17.108,+1.571s,18
12,16,Jenson ButtonBUT,Honda,1:17.131,+1.594s,28
13,12,Timo GlockGLO,Toyota,1:17.185,+1.648s,28
14,10,Mark WebberWEB,Red Bull Renault,1:17.268,+1.731s,11
15,21,Giancarlo FisichellaFIS,Force India Ferrari,1:17.471,+1.934s,30
16,17,Rubens BarrichelloBAR,Honda,1:17.500,+1.963s,24
17,11,Jarno TrulliTRU,Toyota,1:17.556,+2.019s,29
18,20,Adrian SutilSUT,Force India Ferrari,1:17.784,+2.247s,29
19,4,Robert KubicaKUB,Sauber BMW,1:18.779,+3.242s,8
20,14,Sebastien BourdaisBOU,STR Ferrari,1:21.506,+5.969s,16
