Pos,No,Driver,Car,Time,Gap,Laps
1,2,Felipe MassaMAS,Ferrari,1:19.575,,8
2,23,Heikki KovalainenKOV,McLaren Mercedes,1:19.587,+0.012s,15
3,22,Lewis HamiltonHAM,McLaren Mercedes,1:19.623,+0.048s,13
4,1,Kimi RäikkönenRAI,Ferrari,1:19.948,+0.373s,16
5,4,Robert KubicaKUB,Sauber BMW,1:20.367,+0.792s,11
6,5,Fernando AlonsoALO,Renault,1:20.436,+0.861s,7
7,15,Sebastian VettelVET,STR Ferrari,1:20.588,+1.013s,18
8,6,Nelson PiquetPIQ,Renault,1:20.653,+1.078s,16
9,9,David CoulthardCOU,Red Bull Renault,1:20.698,+1.123s,16
10,7,Nico RosbergROS,Williams Toyota,1:20.744,+1.169s,27
11,10,Mark WebberWEB,Red Bull Renault,1:20.892,+1.317s,10
12,12,Timo GlockGLO,Toyota,1:21.102,+1.527s,22
13,3,Nick HeidfeldHEI,Sauber BMW,1:21.107,+1.532s,18
14,14,Sebastien BourdaisBOU,STR Ferrari,1:21.166,+1.591s,17
15,11,Jarno TrulliTRU,Toyota,1:21.265,+1.690s,22
16,8,Kazuki NakajimaNAK,Williams Toyota,1:21.282,+1.707s,21
17,16,Jenson ButtonBUT,Honda,1:21.901,+2.326s,7
18,20,Adrian SutilSUT,Force India Ferrari,1:22.169,+2.594s,16
19,21,Giancarlo FisichellaFIS,Force India Ferrari,1:22.219,+2.644s,19
20,17,Rubens BarrichelloBAR,Honda,1:24.123,+4.548s,4
