Pos,No,Driver,Car,Time,Gap,Laps
1,2,Felipe MassaMAS,Ferrari,1:17.553,,14
2,4,Robert KubicaKUB,Sauber BMW,1:17.809,+0.256s,12
3,23,Heikki KovalainenKOV,McLaren Mercedes,1:18.133,+0.580s,10
4,3,Nick HeidfeldHEI,Sauber BMW,1:18.182,+0.629s,13
5,1,Kimi RäikkönenRAI,Ferrari,1:18.292,+0.739s,12
6,22,Lewis HamiltonHAM,McLaren Mercedes,1:18.303,+0.750s,8
7,10,Mark WebberWEB,Red Bull Renault,1:18.712,+1.159s,11
8,9,David CoulthardCOU,Red Bull Renault,1:18.809,+1.256s,12
9,8,Kazuki NakajimaNAK,Williams Toyota,1:18.971,+1.418s,24
10,5,Fernando AlonsoALO,Renault,1:19.005,+1.452s,13
11,7,Nico RosbergROS,Williams Toyota,1:19.093,+1.540s,20
12,15,Sebastian VettelVET,STR Ferrari,1:19.228,+1.675s,21
13,12,Timo GlockGLO,Toyota,1:19.346,+1.793s,28
14,11,Jarno TrulliTRU,Toyota,1:19.568,+2.015s,31
15,21,Giancarlo FisichellaFIS,Force India Ferrari,1:19.815,+2.262s,16
16,20,Adrian SutilSUT,Force India Ferrari,1:19.888,+2.335s,15
17,6,Nelson PiquetPIQ,Renault,1:20.091,+2.538s,23
18,17,Rubens BarrichelloBAR,Honda,1:20.173,+2.620s,17
19,14,Sebastien BourdaisBOU,STR Ferrari,1:20.541,+2.988s,16
20,16,Jenson ButtonBUT,Honda,1:21.542,+3.989s,17
