Pos,No,Driver,Car,Laps,Time/retired,Pts
1,22,Lewis HamiltonHAM,McLaren Mercedes,76,2:00:42.742,10
2,4,Robert KubicaKUB,Sauber BMW,76,+3.064s,8
3,2,Felipe MassaMAS,Ferrari,76,+4.811s,6
4,10,Mark WebberWEB,Red Bull Renault,76,+19.295s,5
5,15,Sebastian VettelVET,STR Ferrari,76,+24.657s,4
6,17,Rubens BarrichelloBAR,Honda,76,+28.408s,3
7,8,Kazuki NakajimaNAK,Williams Toyota,76,+30.180s,2
8,23,Heikki KovalainenKOV,McLaren Mercedes,76,+33.191s,1
9,1,Kimi RäikkönenRAI,Ferrari,76,+33.792s,0
10,5,Fernando AlonsoALO,Renault,75,+1 lap,0
11,16,Jenson ButtonBUT,Honda,75,+1 lap,0
12,12,Timo GlockGLO,Toyota,75,+1 lap,0
13,11,Jarno TrulliTRU,Toyota,75,+1 lap,0
14,3,Nick HeidfeldHEI,Sauber BMW,72,+4 laps,0
NC,20,Adrian SutilSUT,Force India Ferrari,67,DNF,0
NC,7,Nico RosbergROS,Williams Toyota,59,DNF,0
NC,6,Nelson PiquetPIQ,Renault,47,DNF,0
NC,21,Giancarlo FisichellaFIS,Force India Ferrari,36,DNF,0
NC,9,David CoulthardCOU,Red Bull Renault,7,DNF,0
NC,14,Sebastien BourdaisBOU,STR Ferrari,7,DNF,0
