Pos,No,Driver,Car,Laps,Time/retired,Pts
1,23,Heikki KovalainenKOV,McLaren Mercedes,70,1:37:27.067,10
2,12,Timo GlockGLO,Toyota,70,+11.061s,8
3,1,Kimi RäikkönenRAI,Ferrari,70,+16.856s,6
4,5,Fernando AlonsoALO,Renault,70,+21.614s,5
5,22,Lewis HamiltonHAM,McLaren Mercedes,70,+23.048s,4
6,6,Nelson PiquetPIQ,Renault,70,+32.298s,3
7,11,Jarno TrulliTRU,Toyota,70,+36.449s,2
8,4,Robert KubicaKUB,Sauber BMW,70,+48.321s,1
9,10,Mark WebberWEB,Red Bull Renault,70,+58.834s,0
10,3,Nick HeidfeldHEI,Sauber BMW,70,+67.709s,0
11,9,David CoulthardCOU,Red Bull Renault,70,+70.407s,0
12,16,Jenson ButtonBUT,Honda,69,+1 lap,0
13,8,Kazuki NakajimaNAK,Williams Toyota,69,+1 lap,0
14,7,Nico RosbergROS,Williams Toyota,69,+1 lap,0
15,21,Giancarlo FisichellaFIS,Force India Ferrari,69,+1 lap,0
16,17,Rubens BarrichelloBAR,Honda,68,+2 laps,0
17,2,Felipe MassaMAS,Ferrari,67,DNF,0
18,14,Sebastien BourdaisBOU,STR Ferrari,67,+3 laps,0
NC,20,Adrian SutilSUT,Force India Ferrari,62,DNF,0
NC,15,Sebastian VettelVET,STR Ferrari,22,DNF,0
