Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Fernando AlonsoALO,Renault,61,1:57:16.304,10
2,7,Nico RosbergROS,Williams Toyota,61,+2.957s,8
3,22,Lewis HamiltonHAM,McLaren Mercedes,61,+5.917s,6
4,12,Timo GlockGLO,Toyota,61,+8.155s,5
5,15,Sebastian VettelVET,STR Ferrari,61,+10.268s,4
6,3,Nick HeidfeldHEI,Sauber BMW,61,+11.101s,3
7,9,David CoulthardCOU,Red Bull Renault,61,+16.387s,2
8,8,Kazuki NakajimaNAK,Williams Toyota,61,+18.489s,1
9,16,Jenson ButtonBUT,Honda,61,+19.885s,0
10,23,Heikki KovalainenKOV,McLaren Mercedes,61,+26.902s,0
11,4,Robert KubicaKUB,Sauber BMW,61,+27.975s,0
12,14,Sebastien BourdaisBOU,STR Ferrari,61,+29.432s,0
13,2,Felipe MassaMAS,Ferrari,61,+35.170s,0
14,21,Giancarlo FisichellaFIS,Force India Ferrari,61,+43.571s,0
15,1,Kimi RäikkönenRAI,Ferrari,57,DNF,0
NC,11,Jarno TrulliTRU,Toyota,50,DNF,0
NC,20,Adrian SutilSUT,Force India Ferrari,49,DNF,0
NC,10,Mark WebberWEB,Red Bull Renault,29,DNF,0
NC,17,Rubens BarrichelloBAR,Honda,14,DNF,0
NC,6,Nelson PiquetPIQ,Renault,13,DNF,0
