Pos,No,Driver,Car,Laps,Time/retired,Pts
1,22,Lewis HamiltonHAM,McLaren Mercedes,58,1:34:50.616,10
2,3,Nick HeidfeldHEI,Sauber BMW,58,+5.478s,8
3,7,Nico RosbergROS,Williams Toyota,58,+8.163s,6
4,5,Fernando AlonsoALO,Renault,58,+17.181s,5
5,23,Heikki KovalainenKOV,McLaren Mercedes,58,+18.014s,4
6,8,Kazuki NakajimaNAK,Williams Toyota,57,+1 lap,3
7,14,Sebastien BourdaisBOU,STR Ferrari,55,DNF,2
8,1,Kimi RäikkönenRAI,Ferrari,53,DNF,1
NC,4,Robert KubicaKUB,Sauber BMW,47,DNF,0
NC,12,Timo GlockGLO,Toyota,43,DNF,0
NC,18,Takuma SatoSAT,Super Aguri Honda,32,DNF,0
NC,6,Nelson PiquetPIQ,Renault,30,DNF,0
NC,2,Felipe MassaMAS,Ferrari,29,DNF,0
NC,9,David CoulthardCOU,Red Bull Renault,25,DNF,0
NC,11,Jarno TrulliTRU,Toyota,19,DNF,0
NC,20,Adrian SutilSUT,Force India Ferrari,8,DNF,0
NC,15,Sebastian VettelVET,STR Ferrari,0,DNF,0
NC,16,Jenson ButtonBUT,Honda,0,DNF,0
NC,10,Mark WebberWEB,Red Bull Renault,0,DNF,0
NC,21,Giancarlo FisichellaFIS,Force India Ferrari,0,DNF,0
NC,19,Anthony DavidsonDAV,Super Aguri Honda,0,DNF,0
