Pos,No,Driver,Car,Laps,Time/retired,Pts
1,22,Lewis HamiltonHAM,McLaren Mercedes,67,1:31:20.874,10
2,6,Nelson PiquetPIQ,Renault,67,+5.586s,8
3,2,Felipe MassaMAS,Ferrari,67,+9.339s,6
4,3,Nick HeidfeldHEI,Sauber BMW,67,+9.825s,5
5,23,Heikki KovalainenKOV,McLaren Mercedes,67,+12.411s,4
6,1,Kimi RäikkönenRAI,Ferrari,67,+14.483s,3
7,4,Robert KubicaKUB,Sauber BMW,67,+22.603s,2
8,15,Sebastian VettelVET,STR Ferrari,67,+33.282s,1
9,11,Jarno TrulliTRU,Toyota,67,+37.199s,0
10,7,Nico RosbergROS,Williams Toyota,67,+37.658s,0
11,5,Fernando AlonsoALO,Renault,67,+38.625s,0
12,14,Sebastien BourdaisBOU,STR Ferrari,67,+39.111s,0
13,9,David CoulthardCOU,Red Bull Renault,67,+54.971s,0
14,8,Kazuki NakajimaNAK,Williams Toyota,67,+60.003s,0
15,20,Adrian SutilSUT,Force India Ferrari,67,+69.488s,0
16,21,Giancarlo FisichellaFIS,Force India Ferrari,67,+84.093s,0
17,16,Jenson ButtonBUT,Honda,66,+1 lap,0
NC,17,Rubens BarrichelloBAR,Honda,50,DNF,0
NC,10,Mark WebberWEB,Red Bull Renault,40,DNF,0
NC,12,Timo GlockGLO,Toyota,35,DNF,0
