Pos,No,Driver,Car,Laps,Time/retired,Pts
1,4,Robert KubicaKUB,Sauber BMW,70,1:36:24.447,10
2,3,Nick HeidfeldHEI,Sauber BMW,70,+16.495s,8
3,9,David CoulthardCOU,Red Bull Renault,70,+23.352s,6
4,12,Timo GlockGLO,Toyota,70,+42.627s,5
5,2,Felipe MassaMAS,Ferrari,70,+43.934s,4
6,11,Jarno TrulliTRU,Toyota,70,+47.775s,3
7,17,Rubens BarrichelloBAR,Honda,70,+53.597s,2
8,15,Sebastian VettelVET,STR Ferrari,70,+54.120s,1
9,23,Heikki KovalainenKOV,McLaren Mercedes,70,+54.433s,0
10,7,Nico RosbergROS,Williams Toyota,70,+57.749s,0
11,16,Jenson ButtonBUT,Honda,70,+67.540s,0
12,10,Mark WebberWEB,Red Bull Renault,70,+71.229s,0
13,14,Sebastien BourdaisBOU,STR Ferrari,69,+1 lap,0
NC,21,Giancarlo FisichellaFIS,Force India Ferrari,51,DNF,0
NC,8,Kazuki NakajimaNAK,Williams Toyota,46,DNF,0
NC,5,Fernando AlonsoALO,Renault,44,DNF,0
NC,6,Nelson PiquetPIQ,Renault,39,DNF,0
NC,1,Kimi RäikkönenRAI,Ferrari,19,DNF,0
NC,22,Lewis HamiltonHAM,McLaren Mercedes,19,DNF,0
NC,20,Adrian SutilSUT,Force India Ferrari,13,DNF,0
