Pos,No,Driver,Car,Laps,Time/retired,Pts
1,22,Lewis HamiltonHAM,McLaren Mercedes,56,1:31:57.403,10
2,2,Felipe MassaMAS,Ferrari,56,+14.925s,8
3,1,Kimi RäikkönenRAI,Ferrari,56,+16.445s,6
4,5,Fernando AlonsoALO,Renault,56,+18.370s,5
5,3,Nick HeidfeldHEI,Sauber BMW,56,+28.923s,4
6,4,Robert KubicaKUB,Sauber BMW,56,+33.219s,3
7,12,Timo GlockGLO,Toyota,56,+41.722s,2
8,6,Nelson PiquetPIQ,Renault,56,+56.645s,1
9,15,Sebastian VettelVET,STR Ferrari,56,+64.339s,0
10,9,David CoulthardCOU,Red Bull Renault,56,+74.842s,0
11,17,Rubens BarrichelloBAR,Honda,56,+85.061s,0
12,8,Kazuki NakajimaNAK,Williams Toyota,56,+90.847s,0
13,14,Sebastien BourdaisBOU,STR Ferrari,56,+91.457s,0
14,10,Mark WebberWEB,Red Bull Renault,56,+92.422s,0
15,7,Nico RosbergROS,Williams Toyota,55,+1 lap,0
16,16,Jenson ButtonBUT,Honda,55,+1 lap,0
17,21,Giancarlo FisichellaFIS,Force India Ferrari,55,+1 lap,0
NC,23,Heikki KovalainenKOV,McLaren Mercedes,49,DNF,0
NC,20,Adrian SutilSUT,Force India Ferrari,13,DNF,0
NC,11,Jarno TrulliTRU,Toyota,2,DNF,0
