Pos,No,Driver,Car,Laps,Time/retired,Pts
1,2,Felipe MassaMAS,Ferrari,58,1:26:49.451,10
2,22,Lewis HamiltonHAM,McLaren Mercedes,58,+3.779s,8
3,1,Kimi RäikkönenRAI,Ferrari,58,+4.271s,6
4,4,Robert KubicaKUB,Sauber BMW,58,+21.945s,5
5,3,Nick HeidfeldHEI,Sauber BMW,58,+38.741s,4
6,5,Fernando AlonsoALO,Renault,58,+53.724s,3
7,10,Mark WebberWEB,Red Bull Renault,58,+64.229s,2
8,7,Nico RosbergROS,Williams Toyota,58,+71.406s,1
9,9,David CoulthardCOU,Red Bull Renault,58,+75.270s,0
10,11,Jarno TrulliTRU,Toyota,58,+76.344s,0
11,16,Jenson ButtonBUT,Honda,57,+1 lap,0
12,23,Heikki KovalainenKOV,McLaren Mercedes,57,+1 lap,0
13,12,Timo GlockGLO,Toyota,57,+1 lap,0
14,17,Rubens BarrichelloBAR,Honda,57,+1 lap,0
15,6,Nelson PiquetPIQ,Renault,57,+1 lap,0
16,20,Adrian SutilSUT,Force India Ferrari,57,+1 lap,0
17,15,Sebastian VettelVET,STR Ferrari,57,+1 lap,0
NC,14,Sebastien BourdaisBOU,STR Ferrari,24,DNF,0
NC,8,Kazuki NakajimaNAK,Williams Toyota,1,DNF,0
NC,21,Giancarlo FisichellaFIS,Force India Ferrari,0,DNF,0
