Pos,No,Driver,Car,Laps,Time/retired,Pts
1,2,Felipe MassaMAS,Ferrari,57,1:35:32.339,10
2,22,Lewis HamiltonHAM,McLaren Mercedes,57,+5.611s,8
3,4,Robert KubicaKUB,Sauber BMW,57,+37.353s,6
4,23,Heikki KovalainenKOV,McLaren Mercedes,57,+39.703s,5
5,11,Jarno TrulliTRU,Toyota,57,+50.684s,4
6,15,Sebastian VettelVET,STR Ferrari,57,+52.625s,3
7,12,Timo GlockGLO,Toyota,57,+67.990s,2
8,7,Nico RosbergROS,Williams Toyota,57,+71.457s,1
9,3,Nick HeidfeldHEI,Sauber BMW,57,+82.177s,0
10,14,Sebastien BourdaisBOU,STR Ferrari,57,+89.794s,0
11,6,Nelson PiquetPIQ,Renault,57,+92.717s,0
12,10,Mark WebberWEB,Red Bull Renault,56,+1 lap,0
13,16,Jenson ButtonBUT,Honda,56,+1 lap,0
14,21,Giancarlo FisichellaFIS,Force India Ferrari,56,+1 lap,0
15,8,Kazuki NakajimaNAK,Williams Toyota,56,+1 lap,0
16,17,Rubens BarrichelloBAR,Honda,56,+1 lap,0
17,9,David CoulthardCOU,Red Bull Renault,56,+1 lap,0
NC,1,Kimi RäikkönenRAI,Ferrari,45,DNF,0
NC,20,Adrian SutilSUT,Force India Ferrari,41,DNF,0
NC,5,Fernando AlonsoALO,Renault,0,DNF,0
