Pos,No,Driver,Car,Time
1,3,Jacques VilleneuveVIL,Williams Renault,1:21.598
2,4,Heinz-Harald FrentzenFRE,Williams Renault,1:21.732
3,9,Mika HakkinenHAK,McLaren Mercedes,1:21.797
4,5,Michael SchumacherMSC,Ferrari,1:21.977
5,11,Ralf SchumacherRSC,Jordan Peugeot,1:22.277
6,10,David CoulthardCOU,McLaren Mercedes,1:22.279
7,6,Eddie IrvineIRV,Ferrari,1:22.342
8,8,Alexander WurzWUR,Benetton Renault,1:22.344
9,16,Johnny HerbertHER,Sauber Petronas,1:22.368
10,12,Giancarlo FisichellaFIS,Jordan Peugeot,1:22.371
11,7,Jean AlesiALE,Benetton Renault,1:22.392
12,1,Damon HillHIL,Arrows Yamaha,1:23.271
13,14,Jarno TrulliTRU,Prost Mugen Honda,1:23.366
14,15,Shinji NakanoNAK,Prost Mugen Honda,1:23.887
15,23,Jan MagnussenMAG,Stewart Ford,1:24.067
16,2,Pedro DinizDIN,Arrows Yamaha,1:24.239
17,19,Mika SaloSAL,Tyrrell Ford,1:24.478
18,20,Ukyo KatayamaKAT,Minardi Hart,1:24.553
19,18,Jos VerstappenVER,Tyrrell Ford,1:25.010
20,21,Tarso MarquesMAR,Minardi Hart,1:25.154
21,22,Rubens BarrichelloBAR,Stewart Ford,1:25.525
22,17,Norberto FontanaFON,Sauber Petronas,
