Pos,No,Driver,Car,Time
1,3,Jacques VilleneuveVIL,Williams Renault,1:36.071
2,5,Michael SchumacherMSC,Ferrari,1:36.133
3,6,Eddie IrvineIRV,Ferrari,1:36.466
4,9,Mika HakkinenHAK,McLaren Mercedes,1:36.469
5,8,Gerhard BergerBER,Benetton Renault,1:36.561
6,4,Heinz-Harald FrentzenFRE,Williams Renault,1:36.628
7,7,Jean AlesiALE,Benetton Renault,1:36.682
8,16,Johnny HerbertHER,Sauber Petronas,1:36.906
9,12,Giancarlo FisichellaFIS,Jordan Peugeot,1:36.917
10,14,Olivier PanisPAN,Prost Mugen Honda,1:37.073
11,10,David CoulthardCOU,McLaren Mercedes,1:37.095
12,22,Rubens BarrichelloBAR,Stewart Ford,1:37.343
13,11,Ralf SchumacherRSC,Jordan Peugeot,1:37.443
14,23,Jan MagnussenMAG,Stewart Ford,1:37.480
15,15,Shinji NakanoNAK,Prost Mugen Honda,1:37.588
16,2,Pedro DinizDIN,Arrows Yamaha,1:37.853
17,1,Damon HillHIL,Arrows Yamaha,1:38.022
18,17,Gianni MorbidelliMOR,Sauber Petronas,1:38.556
19,20,Ukyo KatayamaKAT,Minardi Hart,1:38.983
20,21,Tarso MarquesMAR,Minardi Hart,1:39.678
21,18,Jos VerstappenVER,Tyrrell Ford,1:40.259
22,19,Mika SaloSAL,Tyrrell Ford,1:40.529
