Pos,No,Driver,Car,Time
1,3,Jacques VilleneuveVIL,Williams Renault,1:23.303
2,4,Heinz-Harald FrentzenFRE,Williams Renault,1:23.646
3,5,Michael SchumacherMSC,Ferrari,1:23.955
4,14,Olivier PanisPAN,Prost Mugen Honda,1:24.075
5,11,Ralf SchumacherRSC,Jordan Peugeot,1:24.081
6,12,Giancarlo FisichellaFIS,Jordan Peugeot,1:24.596
7,16,Johnny HerbertHER,Sauber Petronas,1:24.723
8,9,Mika HakkinenHAK,McLaren Mercedes,1:24.812
9,6,Eddie IrvineIRV,Ferrari,1:24.861
10,10,David CoulthardCOU,McLaren Mercedes,1:25.077
11,8,Gerhard BergerBER,Benetton Renault,1:25.371
12,17,Nicola LariniLAR,Sauber Petronas,1:25.544
13,22,Rubens BarrichelloBAR,Stewart Ford,1:25.579
14,7,Jean AlesiALE,Benetton Renault,1:25.729
15,1,Damon HillHIL,Arrows Yamaha,1:25.743
16,23,Jan MagnussenMAG,Stewart Ford,1:26.192
17,2,Pedro DinizDIN,Arrows Yamaha,1:26.253
18,15,Shinji NakanoNAK,Prost Mugen Honda,1:26.712
19,19,Mika SaloSAL,Tyrrell Ford,1:26.852
20,21,Jarno TrulliTRU,Minardi Hart,1:26.960
21,18,Jos VerstappenVER,Tyrrell Ford,1:27.428
22,20,Ukyo KatayamaKAT,Minardi Hart,1:28.727
