Pos,No,Driver,Car,Time
1,3,Jacques VilleneuveVIL,Williams Renault,1:16.004
2,5,Michael SchumacherMSC,Ferrari,1:16.594
3,8,Gerhard BergerBER,Benetton Renault,1:16.644
4,9,Mika HakkinenHAK,McLaren Mercedes,1:16.692
5,14,Olivier PanisPAN,Prost Mugen Honda,1:16.756
6,7,Jean AlesiALE,Benetton Renault,1:16.757
7,12,Giancarlo FisichellaFIS,Jordan Peugeot,1:16.912
8,4,Heinz-Harald FrentzenFRE,Williams Renault,1:16.971
9,1,Damon HillHIL,Arrows Yamaha,1:17.090
10,11,Ralf SchumacherRSC,Jordan Peugeot,1:17.175
11,22,Rubens BarrichelloBAR,Stewart Ford,1:17.259
12,10,David CoulthardCOU,McLaren Mercedes,1:17.262
13,16,Johnny HerbertHER,Sauber Petronas,1:17.409
14,6,Eddie IrvineIRV,Ferrari,1:17.527
15,15,Shinji NakanoNAK,Prost Mugen Honda,1:17.999
16,2,Pedro DinizDIN,Arrows Yamaha,1:18.095
17,21,Jarno TrulliTRU,Minardi Hart,1:18.336
18,20,Ukyo KatayamaKAT,Minardi Hart,1:18.557
19,17,Nicola LariniLAR,Sauber Petronas,1:18.644
20,23,Jan MagnussenMAG,Stewart Ford,1:18.773
21,18,Jos VerstappenVER,Tyrrell Ford,1:18.885
22,19,Mika SaloSAL,Tyrrell Ford,1:19.274
