Pos,No,Driver,Car,Time
1,5,Michael SchumacherMSC,Ferrari,1:14.548
2,4,Heinz-Harald FrentzenFRE,Williams Renault,1:14.749
3,11,Ralf SchumacherRSC,Jordan Peugeot,1:14.755
4,3,Jacques VilleneuveVIL,Williams Renault,1:14.800
5,6,Eddie IrvineIRV,Ferrari,1:14.860
6,14,Jarno TrulliTRU,Prost Mugen Honda,1:14.957
7,8,Alexander WurzWUR,Benetton Renault,1:14.986
8,7,Jean AlesiALE,Benetton Renault,1:15.228
9,10,David CoulthardCOU,McLaren Mercedes,1:15.270
10,9,Mika HakkinenHAK,McLaren Mercedes,1:15.339
11,12,Giancarlo FisichellaFIS,Jordan Peugeot,1:15.453
12,15,Shinji NakanoNAK,Prost Mugen Honda,1:15.857
13,22,Rubens BarrichelloBAR,Stewart Ford,1:15.876
14,16,Johnny HerbertHER,Sauber Petronas,1:16.018
15,23,Jan MagnussenMAG,Stewart Ford,1:16.149
16,2,Pedro DinizDIN,Arrows Yamaha,1:16.536
17,1,Damon HillHIL,Arrows Yamaha,1:16.729
18,18,Jos VerstappenVER,Tyrrell Ford,1:16.941
19,19,Mika SaloSAL,Tyrrell Ford,1:17.256
20,17,Norberto FontanaFON,Sauber Petronas,1:17.538
21,20,Ukyo KatayamaKAT,Minardi Hart,1:17.563
22,21,Tarso MarquesMAR,Minardi Hart,1:18.280
