Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Nigel MansellMAN,Williams Honda,69,1:42:26.415,9
2,1,Alain ProstPRO,McLaren TAG,69,+20.659s,6
3,6,Nelson PiquetPIQ,Williams Honda,69,+36.262s,4
4,2,Keke RosbergROS,McLaren TAG,69,+95.673s,3
5,12,Ayrton SennaSEN,Lotus Renault,68,+1 lap,2
6,25,Rene ArnouxARN,Ligier Renault,68,+1 lap,1
7,26,Jacques LaffiteLAF,Ligier Renault,68,+1 lap,0
8,27,Michele AlboretoALB,Ferrari,68,+1 lap,0
9,3,Martin BrundleBRU,Tyrrell Renault,67,+2 laps,0
10,15,Alan  JonesJON,Lola Ford,66,+3 laps,0
11,4,Philippe StreiffSTR,Tyrrell Renault,65,+4 laps,0
12,29,Huub RothengatterROT,Zakspeed,63,+6 laps,0
NC,7,Riccardo PatresePAT,Brabham BMW,44,DNF,0
NC,21,Piercarlo GhinzaniGHI,Osella Alfa Romeo,43,DNF,0
NC,23,Andrea de CesarisDEC,Minardi Motori Moderni,40,DNF,0
NC,18,Thierry BoutsenBOU,Arrows BMW,38,DNF,0
NC,20,Gerhard BergerBER,Benetton BMW,34,DNF,0
NC,28,Stefan JohanssonJOH,Ferrari,29,DNF,0
NC,11,Johnny DumfriesDUM,Lotus Renault,28,DNF,0
NC,14,Jonathan  PalmerPAL,Zakspeed,24,DNF,0
NC,8,Derek WarwickWAR,Brabham BMW,20,DNF,0
NC,24,Alessandro NanniniNAN,Minardi Motori Moderni,17,DNF,0
NC,19,Teo FabiFAB,Benetton BMW,13,DNF,0
NC,22,Christian DannerDAN,Osella Alfa Romeo,6,DNF,0
