Pos,No,Driver,Car,Laps,Time/retired,Pts
1,6,Nelson PiquetPIQ,Williams Honda,44,1:22:08.263,9
2,12,Ayrton SennaSEN,Lotus Renault,44,+15.437s,6
3,5,Nigel MansellMAN,Williams Honda,44,+44.580s,4
4,25,Rene ArnouxARN,Ligier Renault,44,+75.176s,3
5,2,Keke RosbergROS,McLaren TAG,43,DNF,2
6,1,Alain ProstPRO,McLaren TAG,43,DNF,1
7,8,Derek WarwickWAR,Brabham BMW,43,+1 lap,0
8,16,Patrick TambayTAM,Lola Ford,43,+1 lap,0
9,15,Alan  JonesJON,Lola Ford,42,+2 laps,0
10,20,Gerhard BergerBER,Benetton BMW,42,+2 laps,0
11,28,Stefan JohanssonJOH,Ferrari,41,DNF,0
12,22,Allen BergBER,Osella Alfa Romeo,40,+4 laps,0
NC,17,Christian DannerDAN,Arrows BMW,38,DNF,0
NC,29,Huub RothengatterROT,Zakspeed,38,+6 laps,0
NC,14,Jonathan  PalmerPAL,Zakspeed,37,DNF,0
NC,3,Martin BrundleBRU,Tyrrell Renault,34,DNF,0
NC,7,Riccardo PatresePAT,Brabham BMW,22,DNF,0
NC,23,Andrea de CesarisDEC,Minardi Motori Moderni,20,DNF,0
NC,24,Alessandro NanniniNAN,Minardi Motori Moderni,19,DNF,0
NC,11,Johnny DumfriesDUM,Lotus Renault,17,DNF,0
NC,18,Thierry BoutsenBOU,Arrows BMW,13,DNF,0
NC,26,Philippe AlliotALL,Ligier Renault,11,DNF,0
NC,21,Piercarlo GhinzaniGHI,Osella Alfa Romeo,10,DNF,0
NC,4,Philippe StreiffSTR,Tyrrell Renault,7,DNF,0
NC,27,Michele AlboretoALB,Ferrari,6,DNF,0
NC,19,Teo FabiFAB,Benetton BMW,,DNF,0
