Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Alain ProstPRO,McLaren TAG,60,1:32:28.408,9
2,6,Nelson PiquetPIQ,Williams Honda,60,+7.645s,6
3,20,Gerhard BergerBER,Benetton BMW,59,+1 lap,4
4,28,Stefan JohanssonJOH,Ferrari,59,+1 lap,3
5,2,Keke RosbergROS,McLaren TAG,58,DNF,2
6,7,Riccardo PatresePAT,Brabham BMW,58,DNF,1
7,18,Thierry BoutsenBOU,Arrows BMW,58,+2 laps,0
8,3,Martin BrundleBRU,Tyrrell Renault,58,+2 laps,0
9,17,Marc SurerSUR,Arrows BMW,57,DNF,0
NC,27,Michele AlboretoALB,Ferrari,56,DNF,0
NC,21,Piercarlo GhinzaniGHI,Osella Alfa Romeo,52,DNF,0
NC,25,Rene ArnouxARN,Ligier Renault,46,DNF,0
NC,4,Philippe StreiffSTR,Tyrrell Renault,41,DNF,0
NC,19,Teo FabiFAB,Benetton BMW,39,DNF,0
NC,14,Jonathan  PalmerPAL,Zakspeed,38,DNF,0
NC,22,Christian DannerDAN,Osella Alfa Romeo,31,DNF,0
NC,15,Alan  JonesJON,Lola Ford,28,DNF,0
NC,23,Andrea de CesarisDEC,Minardi Motori Moderni,20,DNF,0
NC,8,Elio de AngelisDEA,Brabham BMW,19,DNF,0
NC,26,Jacques LaffiteLAF,Ligier Renault,14,DNF,0
NC,12,Ayrton SennaSEN,Lotus Renault,11,DNF,0
NC,5,Nigel MansellMAN,Williams Honda,8,DNF,0
NC,11,Johnny DumfriesDUM,Lotus Renault,8,DNF,0
NC,29,Huub RothengatterROT,Zakspeed,7,DNF,0
NC,16,Patrick TambayTAM,Lola Hart,5,DNF,0
NC,24,Alessandro NanniniNAN,Minardi Motori Moderni,,DNS,0
