Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,10,David CoulthardCOU,McLaren Mercedes,1,14:02:14,34.059,34.059
1,1,Damon HillHIL,Arrows Yamaha,11,14:20:04,30.241,30.241
1,7,Jean AlesiALE,Benetton Renault,16,14:28:45,28.345,28.345
1,8,Gerhard BergerBER,Benetton Renault,17,14:30:10,28.614,28.614
1,23,Jan MagnussenMAG,Stewart Ford,17,14:31:05,28.484,28.484
1,22,Rubens BarrichelloBAR,Stewart Ford,18,14:32:37,27.911,27.911
1,18,Jos VerstappenVER,Tyrrell Ford,20,14:37:11,29.595,29.595
1,9,Mika HakkinenHAK,McLaren Mercedes,21,14:37:47,29.705,29.705
1,3,Jacques VilleneuveVIL,Williams Renault,21,14:37:51,30.207,30.207
1,5,Michael SchumacherMSC,Ferrari,22,14:39:22,29.522,29.522
1,11,Ralf SchumacherRSC,Jordan Peugeot,22,14:39:40,33.523,33.523
1,15,Shinji NakanoNAK,Prost Mugen Honda,22,14:40:11,31.392,31.392
1,19,Mika SaloSAL,Tyrrell Ford,23,14:42:33,30.443,30.443
1,12,Giancarlo FisichellaFIS,Jordan Peugeot,24,14:42:52,29.478,29.478
1,14,Jarno TrulliTRU,Prost Mugen Honda,24,14:43:12,31.149,31.149
2,1,Damon HillHIL,Arrows Yamaha,25,14:46:10,29.784,1:00.025
1,17,Norberto FontanaFON,Sauber Petronas,25,14:46:18,29.788,29.788
2,7,Jean AlesiALE,Benetton Renault,30,14:54:02,29.251,57.596
2,22,Rubens BarrichelloBAR,Stewart Ford,30,14:54:30,28.817,56.728
2,8,Gerhard BergerBER,Benetton Renault,34,15:00:44,26.735,55.349
2,12,Giancarlo FisichellaFIS,Jordan Peugeot,39,15:10:29,32.519,1:01.997
2,5,Michael SchumacherMSC,Ferrari,40,15:11:58,26.048,55.570
