Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,1,Damon HillHIL,Arrows Yamaha,1,14:02:06,45.523,45.523
1,2,Pedro DinizDIN,Arrows Yamaha,12,14:16:57,58.620,58.620
1,17,Norberto FontanaFON,Sauber Petronas,15,14:21:03,25.368,25.368
1,20,Ukyo KatayamaKAT,Minardi Hart,18,14:24:56,26.777,26.777
1,5,Michael SchumacherMSC,Ferrari,22,14:28:54,26.019,26.019
1,7,Jean AlesiALE,Benetton Renault,22,14:29:44,29.547,29.547
1,4,Heinz-Harald FrentzenFRE,Williams Renault,23,14:30:20,28.866,28.866
1,6,Eddie IrvineIRV,Ferrari,23,14:30:32,26.679,26.679
1,10,David CoulthardCOU,McLaren Mercedes,23,14:30:55,26.217,26.217
1,19,Mika SaloSAL,Tyrrell Ford,23,14:31:42,25.143,25.143
1,8,Alexander WurzWUR,Benetton Renault,24,14:32:26,26.114,26.114
1,3,Jacques VilleneuveVIL,Williams Renault,25,14:33:21,25.812,25.812
1,11,Ralf SchumacherRSC,Jordan Peugeot,25,14:33:33,26.858,26.858
1,22,Rubens BarrichelloBAR,Stewart Ford,25,14:34:20,26.400,26.400
1,14,Jarno TrulliTRU,Prost Mugen Honda,30,14:40:27,25.596,25.596
1,23,Jan MagnussenMAG,Stewart Ford,30,14:41:06,26.331,26.331
2,17,Norberto FontanaFON,Sauber Petronas,33,14:46:25,29.538,54.906
1,12,Giancarlo FisichellaFIS,Jordan Peugeot,35,14:47:16,28.517,28.517
1,16,Johnny HerbertHER,Sauber Petronas,38,14:51:58,28.999,28.999
3,17,Norberto FontanaFON,Sauber Petronas,38,14:53:44,57.876,1:52.782
2,1,Damon HillHIL,Arrows Yamaha,40,14:56:02,36.412,1:21.935
2,6,Eddie IrvineIRV,Ferrari,44,14:58:48,27.370,54.049
2,5,Michael SchumacherMSC,Ferrari,46,15:00:45,26.905,52.924
2,4,Heinz-Harald FrentzenFRE,Williams Renault,48,15:03:43,25.584,54.450
2,20,Ukyo KatayamaKAT,Minardi Hart,47,15:04:44,28.106,54.883
2,10,David CoulthardCOU,McLaren Mercedes,50,15:07:27,25.258,51.475
2,19,Mika SaloSAL,Tyrrell Ford,50,15:08:43,25.930,51.073
2,8,Alexander WurzWUR,Benetton Renault,51,15:08:48,37.876,1:03.990
2,3,Jacques VilleneuveVIL,Williams Renault,52,15:09:47,25.263,51.075
2,14,Jarno TrulliTRU,Prost Mugen Honda,52,15:10:21,26.521,52.117
2,11,Ralf SchumacherRSC,Jordan Peugeot,53,15:11:28,25.402,52.260
2,7,Jean AlesiALE,Benetton Renault,53,15:11:33,28.490,58.037
2,2,Pedro DinizDIN,Arrows Yamaha,52,15:12:32,29.913,1:28.533
2,16,Johnny HerbertHER,Sauber Petronas,59,15:21:03,24.830,53.829
3,1,Damon HillHIL,Arrows Yamaha,58,15:21:08,48.789,2:10.724
3,20,Ukyo KatayamaKAT,Minardi Hart,59,15:21:55,26.262,1:21.145
3,10,David CoulthardCOU,McLaren Mercedes,61,15:22:57,24.791,1:16.266
3,11,Ralf SchumacherRSC,Jordan Peugeot,61,15:23:03,26.173,1:18.433
3,7,Jean AlesiALE,Benetton Renault,63,15:26:18,25.199,1:23.236
2,12,Giancarlo FisichellaFIS,Jordan Peugeot,64,15:29:07,26.150,54.667
3,6,Eddie IrvineIRV,Ferrari,67,15:32:09,25.624,1:19.673
3,3,Jacques VilleneuveVIL,Williams Renault,67,15:32:17,26.193,1:17.268
