Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,18,Jos VerstappenVER,Tyrrell Ford,17,14:22:00,26.487,26.487
1,23,Jan MagnussenMAG,Stewart Ford,26,14:32:20,26.859,26.859
1,20,Ukyo KatayamaKAT,Minardi Hart,26,14:32:49,27.933,27.933
1,22,Rubens BarrichelloBAR,Stewart Ford,28,14:34:45,26.157,26.157
1,8,Gerhard BergerBER,Benetton Renault,32,14:40:17,31.040,31.040
1,2,Pedro DinizDIN,Arrows Yamaha,33,14:41:29,30.398,30.398
1,15,Shinji NakanoNAK,Prost Mugen Honda,34,14:42:44,29.786,29.786
1,7,Jean AlesiALE,Benetton Renault,36,14:44:41,28.395,28.395
1,19,Mika SaloSAL,Tyrrell Ford,36,14:45:23,28.047,28.047
1,14,Jarno TrulliTRU,Prost Mugen Honda,37,14:45:24,27.537,27.537
1,1,Damon HillHIL,Arrows Yamaha,39,14:48:21,30.112,30.112
1,3,Jacques VilleneuveVIL,Williams Renault,40,14:49:07,27.933,27.933
1,16,Johnny HerbertHER,Sauber Petronas,40,14:49:42,31.416,31.416
1,5,Michael SchumacherMSC,Ferrari,42,14:51:50,28.193,28.193
1,4,Heinz-Harald FrentzenFRE,Williams Renault,42,14:51:55,26.649,26.649
1,11,Ralf SchumacherRSC,Jordan Peugeot,42,14:52:02,32.141,32.141
1,17,Gianni MorbidelliMOR,Sauber Petronas,42,14:52:36,28.916,28.916
1,10,David CoulthardCOU,McLaren Mercedes,43,14:53:09,26.483,26.483
1,12,Giancarlo FisichellaFIS,Jordan Peugeot,45,14:55:44,26.368,26.368
2,23,Jan MagnussenMAG,Stewart Ford,47,14:58:24,27.524,54.383
2,5,Michael SchumacherMSC,Ferrari,50,15:02:02,28.980,57.173
2,22,Rubens BarrichelloBAR,Stewart Ford,50,15:02:03,27.292,53.449
2,20,Ukyo KatayamaKAT,Minardi Hart,49,15:02:17,27.279,55.212
2,18,Jos VerstappenVER,Tyrrell Ford,50,15:04:17,25.734,52.221
