Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,22,Rubens BarrichelloBAR,Stewart Ford,1,14:02:02,32.750,32.750
1,23,Jan MagnussenMAG,Stewart Ford,2,14:04:08,32.686,32.686
1,3,Jacques VilleneuveVIL,Williams Renault,21,14:34:46,24.565,24.565
1,16,Johnny HerbertHER,Sauber Petronas,21,14:35:10,24.493,24.493
2,22,Rubens BarrichelloBAR,Stewart Ford,21,14:35:37,26.523,59.273
1,6,Eddie IrvineIRV,Ferrari,23,14:38:08,24.353,24.353
1,18,Jos VerstappenVER,Tyrrell Ford,23,14:38:38,24.255,24.255
2,23,Jan MagnussenMAG,Stewart Ford,24,14:40:19,26.610,59.296
1,17,Nicola LariniLAR,Sauber Petronas,25,14:41:53,54.712,54.712
1,15,Shinji NakanoNAK,Prost Mugen Honda,26,14:43:48,27.719,27.719
1,19,Mika SaloSAL,Tyrrell Ford,27,14:44:58,36.334,36.334
1,2,Pedro DinizDIN,Arrows Yamaha,33,14:54:08,1:13.985,1:13.985
1,11,Ralf SchumacherRSC,Jordan Peugeot,34,14:54:49,27.987,27.987
1,7,Jean AlesiALE,Benetton Renault,35,14:56:39,30.318,30.318
1,8,Gerhard BergerBER,Benetton Renault,36,14:58:21,28.826,28.826
2,3,Jacques VilleneuveVIL,Williams Renault,38,15:00:45,24.929,49.494
1,21,Jarno TrulliTRU,Minardi Hart,38,15:02:09,28.339,28.339
2,16,Johnny HerbertHER,Sauber Petronas,39,15:02:32,26.076,50.569
1,9,Mika HakkinenHAK,McLaren Mercedes,40,15:04:08,26.021,26.021
2,6,Eddie IrvineIRV,Ferrari,44,15:09:52,26.262,50.615
2,19,Mika SaloSAL,Tyrrell Ford,44,15:11:23,26.501,1:02.835
3,23,Jan MagnussenMAG,Stewart Ford,46,15:13:58,27.538,1:26.834
2,17,Nicola LariniLAR,Sauber Petronas,47,15:15:45,1:47.681,2:42.393
2,15,Shinji NakanoNAK,Prost Mugen Honda,48,15:17:52,28.898,56.617
3,3,Jacques VilleneuveVIL,Williams Renault,56,15:27:46,24.240,1:13.734
