Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,3,Jacques VilleneuveVIL,Williams Renault,3,14:06:31,26.946,26.946
1,17,Nicola LariniLAR,Sauber Petronas,4,14:08:47,29.613,29.613
1,4,Heinz-Harald FrentzenFRE,Williams Renault,5,14:10:27,26.038,26.038
2,17,Nicola LariniLAR,Sauber Petronas,7,14:15:53,2:43.941,3:13.554
1,8,Gerhard BergerBER,Benetton Renault,10,14:20:37,36.851,36.851
1,5,Michael SchumacherMSC,Ferrari,32,15:01:13,28.054,28.054
1,12,Giancarlo FisichellaFIS,Jordan Peugeot,35,15:08:28,27.403,27.403
1,14,Olivier PanisPAN,Prost Mugen Honda,37,15:12:18,27.495,27.495
2,4,Heinz-Harald FrentzenFRE,Williams Renault,37,15:13:35,26.684,52.722
1,22,Rubens BarrichelloBAR,Stewart Ford,39,15:15:41,28.192,28.192
1,20,Ukyo KatayamaKAT,Minardi Hart,40,15:20:31,31.675,31.675
1,18,Jos VerstappenVER,Tyrrell Ford,41,15:21:28,26.774,26.774
1,6,Eddie IrvineIRV,Ferrari,45,15:27:53,27.023,27.023
1,23,Jan MagnussenMAG,Stewart Ford,45,15:28:47,28.580,28.580
2,23,Jan MagnussenMAG,Stewart Ford,46,15:31:11,33.406,1:01.986
