Pos,No,Driver,Car,Lap,Time
1,2,Alain ProstPRO,McLaren TAG,43,1:09.886
2,12,Ayrton SennaSEN,Lotus Renault,48,1:10.032
3,1,Niki LaudaLAU,McLaren TAG,40,1:10.905
4,27,Michele AlboretoALB,Ferrari,56,1:11.290
5,26,Jacques LaffiteLAF,Ligier Renault,48,1:11.649
6,7,Nelson PiquetPIQ,Brabham BMW,43,1:11.837
7,11,Elio de AngelisDEA,Lotus Renault,18,1:12.068
8,25,Andrea de CesarisDEC,Ligier Renault,36,1:12.089
9,8,Marc SurerSUR,Brabham BMW,41,1:12.135
10,16,Derek WarwickWAR,Renault,51,1:12.383
11,3,Martin BrundleBRU,Tyrrell Renault,49,1:12.432
12,17,Gerhard BergerBER,Arrows BMW,38,1:12.765
13,6,Keke RosbergROS,Williams Honda,13,1:12.914
14,18,Thierry BoutsenBOU,Arrows BMW,48,1:13.021
15,22,Riccardo PatresePAT,Alfa Romeo,47,1:13.111
16,5,Nigel MansellMAN,Williams Honda,16,1:13.532
17,9,Manfred WinkelhockWIN,RAM Hart,26,1:14.486
18,23,Eddie  CheeverCHE,Alfa Romeo,17,1:15.055
19,29,Pierluigi MartiniMAR,Minardi Ford,24,1:17.486
20,30,Jonathan  PalmerPAL,Zakspeed,5,1:17.499
21,4,Stefan BellofBEL,Tyrrell Renault,52,1:17.854
22,19,Teo FabiFAB,Toleman Hart,4,1:18.250
23,28,Stefan JohanssonJOH,Ferrari,1,2:31.135
