Pos,No,Driver,Car,Lap,Time
1,2,Alain ProstPRO,McLaren TAG,34,1:36.702
2,27,Michele AlboretoALB,Ferrari,37,1:36.925
3,1,Niki LaudaLAU,McLaren TAG,15,1:38.098
4,28,Rene ArnouxARN,Ferrari,39,1:38.349
5,12,Ayrton SennaSEN,Lotus Renault,32,1:38.440
6,6,Keke RosbergROS,Williams Honda,2,1:38.678
7,11,Elio de AngelisDEA,Lotus Renault,31,1:39.080
8,16,Derek WarwickWAR,Renault,32,1:39.715
9,5,Nigel MansellMAN,Williams Honda,2,1:39.996
10,25,Andrea de CesarisDEC,Ligier Renault,7,1:40.008
11,15,Patrick TambayTAM,Renault,49,1:40.459
12,7,Nelson PiquetPIQ,Brabham BMW,2,1:40.558
13,26,Jacques LaffiteLAF,Ligier Renault,24,1:40.572
14,8,Francois HesnaultHES,Brabham BMW,5,1:41.151
15,18,Thierry BoutsenBOU,Arrows BMW,30,1:41.809
16,22,Riccardo PatresePAT,Alfa Romeo,2,1:41.812
17,23,Eddie  CheeverCHE,Alfa Romeo,24,1:41.855
18,4,Stefan JohanssonJOH,Tyrrell Renault,36,1:41.926
19,24,Piercarlo GhinzaniGHI,Osella Alfa Romeo,43,1:42.234
20,17,Gerhard BergerBER,Arrows BMW,39,1:42.588
21,3,Martin BrundleBRU,Tyrrell Renault,17,1:42.606
22,10,Philippe AlliotALL,RAM Hart,23,1:43.115
23,9,Manfred WinkelhockWIN,RAM Hart,8,1:44.236
24,29,Pierluigi MartiniMAR,Minardi Ford,27,1:45.662
25,21,Mauro BaldiBAL,Spirit Hart,2,1:47.046
