Pos,No,Driver,Car,Time
1,6,Juan Pablo MontoyaMOY,Williams BMW,1:11.985
2,1,Michael SchumacherMSC,Ferrari,1:12.008
3,2,Rubens BarrichelloBAR,Ferrari,1:12.197
4,4,Kimi RäikkönenRAI,McLaren Mercedes,1:12.244
5,5,Ralf SchumacherRSC,Williams BMW,1:12.424
6,3,David CoulthardCOU,McLaren Mercedes,1:12.498
7,15,Jenson ButtonBUT,Renault,1:12.761
8,14,Jarno TrulliTRU,Renault,1:13.030
9,16,Eddie IrvineIRV,Jaguar Cosworth,1:13.188
10,7,Nick HeidfeldHEI,Sauber Petronas,1:13.370
11,12,Olivier PanisPAN,BAR Honda,1:13.457
12,8,Felipe MassaMAS,Sauber Petronas,1:13.501
13,11,Jacques VilleneuveVIL,BAR Honda,1:13.506
14,10,Takuma SatoSAT,Jordan Honda,1:13.542
15,17,Pedro de la RosaDLR,Jaguar Cosworth,1:13.656
16,24,Mika SaloSAL,Toyota,1:13.837
17,25,Allan McNishMCN,Toyota,1:13.949
18,23,Mark WebberWEB,Minardi Asiatech,1:14.800
19,22,Alex YoongYOO,Minardi Asiatech,1:16.798
