Pos,No,Driver,Car,Time
1,6,Juan Pablo MontoyaMOY,Williams BMW,1:20.264
2,1,Michael SchumacherMSC,Ferrari,1:20.521
3,5,Ralf SchumacherRSC,Williams BMW,1:20.542
4,2,Rubens BarrichelloBAR,Ferrari,1:20.706
5,16,Eddie IrvineIRV,Jaguar Cosworth,1:21.606
6,4,Kimi RäikkönenRAI,McLaren Mercedes,1:21.712
7,3,David CoulthardCOU,McLaren Mercedes,1:21.803
8,17,Pedro de la RosaDLR,Jaguar Cosworth,1:21.960
9,11,Jacques VilleneuveVIL,BAR Honda,1:22.126
10,24,Mika SaloSAL,Toyota,1:22.318
11,14,Jarno TrulliTRU,Renault,1:22.383
12,9,Giancarlo FisichellaFIS,Jordan Honda,1:22.515
13,25,Allan McNishMCN,Toyota,1:22.521
14,8,Felipe MassaMAS,Sauber Petronas,1:22.565
15,7,Nick HeidfeldHEI,Sauber Petronas,1:22.601
16,12,Olivier PanisPAN,BAR Honda,1:22.645
17,15,Jenson ButtonBUT,Renault,1:22.714
18,10,Takuma SatoSAT,Jordan Honda,1:23.166
19,23,Mark WebberWEB,Minardi Asiatech,1:23.794
20,22,Alex YoongYOO,Minardi Asiatech,1:25.111
