Pos,No,Driver,Car,Time
1,6,Juan Pablo MontoyaMOY,Williams BMW,1:18.998
2,2,Rubens BarrichelloBAR,Ferrari,1:19.032
3,1,Michael SchumacherMSC,Ferrari,1:19.042
4,5,Ralf SchumacherRSC,Williams BMW,1:19.329
5,4,Kimi RäikkönenRAI,McLaren Mercedes,1:20.133
6,3,David CoulthardCOU,McLaren Mercedes,1:20.315
7,14,Jarno TrulliTRU,Renault,1:20.516
8,24,Mika SaloSAL,Toyota,1:20.995
9,11,Jacques VilleneuveVIL,BAR Honda,1:21.130
10,7,Nick HeidfeldHEI,Sauber Petronas,1:21.187
11,8,Felipe MassaMAS,Sauber Petronas,1:21.191
12,15,Jenson ButtonBUT,Renault,1:21.247
13,12,Olivier PanisPAN,BAR Honda,1:21.274
14,10,Takuma SatoSAT,Jordan Honda,1:21.337
15,25,Allan McNishMCN,Toyota,1:21.382
16,20,Heinz-Harald FrentzenFRE,Arrows Cosworth,1:21.416
17,9,Giancarlo FisichellaFIS,Jordan Honda,1:21.636
18,21,Enrique BernoldiBER,Arrows Cosworth,1:21.780
19,16,Eddie IrvineIRV,Jaguar Cosworth,1:21.851
20,23,Mark WebberWEB,Minardi Asiatech,1:22.281
21,17,Pedro de la RosaDLR,Jaguar Cosworth,1:23.422
