Pos,No,Driver,Car,Time
1,1,Michael SchumacherMSC,Ferrari,1:31.317
2,2,Rubens BarrichelloBAR,Ferrari,1:31.749
3,3,David CoulthardCOU,McLaren Mercedes,1:32.088
4,4,Kimi RäikkönenRAI,McLaren Mercedes,1:32.197
5,5,Ralf SchumacherRSC,Williams BMW,1:32.444
6,6,Juan Pablo MontoyaMOY,Williams BMW,1:32.507
7,10,Takuma SatoSAT,Jordan Honda,1:33.090
8,9,Giancarlo FisichellaFIS,Jordan Honda,1:33.276
9,11,Jacques VilleneuveVIL,BAR Honda,1:33.349
10,15,Jenson ButtonBUT,Renault,1:33.429
11,14,Jarno TrulliTRU,Renault,1:33.547
12,7,Nick HeidfeldHEI,Sauber Petronas,1:33.553
13,24,Mika SaloSAL,Toyota,1:33.742
14,16,Eddie IrvineIRV,Jaguar Cosworth,1:33.915
15,8,Felipe MassaMAS,Sauber Petronas,1:33.979
16,12,Olivier PanisPAN,BAR Honda,1:34.192
17,17,Pedro de la RosaDLR,Jaguar Cosworth,1:34.227
18,23,Mark WebberWEB,Minardi Asiatech,1:35.958
19,22,Alex YoongYOO,Minardi Asiatech,1:36.267
