Pos,No,Driver,Car,Time
1,6,Juan Pablo MontoyaMOY,Williams BMW,1:13.114
2,1,Michael SchumacherMSC,Ferrari,1:13.241
3,5,Ralf SchumacherRSC,Williams BMW,1:13.328
4,3,David CoulthardCOU,McLaren Mercedes,1:13.565
5,4,Kimi RäikkönenRAI,McLaren Mercedes,1:13.595
6,14,Jarno TrulliTRU,Renault,1:13.611
7,15,Jenson ButtonBUT,Renault,1:13.665
8,2,Rubens BarrichelloBAR,Ferrari,1:13.935
9,7,Nick HeidfeldHEI,Sauber Petronas,1:14.233
10,24,Mika SaloSAL,Toyota,1:14.443
11,17,Pedro de la RosaDLR,Jaguar Cosworth,1:14.464
12,8,Felipe MassaMAS,Sauber Petronas,1:14.533
13,16,Eddie IrvineIRV,Jaguar Cosworth,1:14.537
14,9,Giancarlo FisichellaFIS,Jordan Honda,1:14.748
15,11,Jacques VilleneuveVIL,BAR Honda,1:14.760
16,25,Allan McNishMCN,Toyota,1:14.990
17,12,Olivier PanisPAN,BAR Honda,1:14.996
18,20,Heinz-Harald FrentzenFRE,Arrows Cosworth,1:15.112
19,10,Takuma SatoSAT,Jordan Honda,1:15.296
20,23,Mark WebberWEB,Minardi Asiatech,1:15.340
21,21,Enrique BernoldiBER,Arrows Cosworth,1:15.355
22,22,Alex YoongYOO,Minardi Asiatech,1:16.728
