Pos,No,Driver,Car,Time
1,2,Rubens BarrichelloBAR,Ferrari,1:08.082
2,5,Ralf SchumacherRSC,Williams BMW,1:08.364
3,1,Michael SchumacherMSC,Ferrari,1:08.704
4,6,Juan Pablo MontoyaMOY,Williams BMW,1:09.118
5,7,Nick HeidfeldHEI,Sauber Petronas,1:09.129
6,4,Kimi RäikkönenRAI,McLaren Mercedes,1:09.154
7,8,Felipe MassaMAS,Sauber Petronas,1:09.228
8,3,David CoulthardCOU,McLaren Mercedes,1:09.335
9,12,Olivier PanisPAN,BAR Honda,1:09.561
10,24,Mika SaloSAL,Toyota,1:09.661
11,20,Heinz-Harald FrentzenFRE,Arrows Cosworth,1:09.671
12,21,Enrique BernoldiBER,Arrows Cosworth,1:09.723
13,15,Jenson ButtonBUT,Renault,1:09.780
14,25,Allan McNishMCN,Toyota,1:09.818
15,9,Giancarlo FisichellaFIS,Jordan Honda,1:09.901
16,14,Jarno TrulliTRU,Renault,1:09.980
17,11,Jacques VilleneuveVIL,BAR Honda,1:10.051
18,10,Takuma SatoSAT,Jordan Honda,1:10.058
19,17,Pedro de la RosaDLR,Jaguar Cosworth,1:10.533
20,16,Eddie IrvineIRV,Jaguar Cosworth,1:10.741
21,23,Mark WebberWEB,Minardi Asiatech,1:11.388
22,22,Alex YoongYOO,Minardi Asiatech,1:12.336
