Pos,No,Driver,Car,Time
1,1,Michael SchumacherMSC,Ferrari,1:16.364
2,2,Rubens BarrichelloBAR,Ferrari,1:16.690
3,5,Ralf SchumacherRSC,Williams BMW,1:17.277
4,6,Juan Pablo MontoyaMOY,Williams BMW,1:17.425
5,4,Kimi RäikkönenRAI,McLaren Mercedes,1:17.519
6,15,Jenson ButtonBUT,Renault,1:17.638
7,3,David CoulthardCOU,McLaren Mercedes,1:17.662
8,7,Nick HeidfeldHEI,Sauber Petronas,1:17.851
9,14,Jarno TrulliTRU,Renault,1:17.929
10,20,Heinz-Harald FrentzenFRE,Arrows Cosworth,1:18.121
11,8,Felipe MassaMAS,Sauber Petronas,1:18.139
12,9,Giancarlo FisichellaFIS,Jordan Honda,1:18.291
13,12,Olivier PanisPAN,BAR Honda,1:18.472
14,21,Enrique BernoldiBER,Arrows Cosworth,1:18.515
15,11,Jacques VilleneuveVIL,BAR Honda,1:18.847
16,17,Pedro de la RosaDLR,Jaguar Cosworth,1:18.885
17,24,Mika SaloSAL,Toyota,1:18.897
18,10,Takuma SatoSAT,Jordan Honda,1:19.002
19,25,Allan McNishMCN,Toyota,1:19.025
20,16,Eddie IrvineIRV,Jaguar Cosworth,
